iso3c,year,value
RWA,2025,36
RWA,2026,34.2
RWA,2027,32.4
RWA,2028,30.7
RWA,2029,28.9
RWA,2030,27.2
RWA,2031,25.6
RWA,2032,24
RWA,2033,22.4
RWA,2034,20.8
RWA,2035,19.4
RWA,2036,17.9
RWA,2037,16.5
RWA,2038,15.2
RWA,2039,14
RWA,2040,12.8
RWA,2041,11.6
RWA,2042,10.6
RWA,2043,9.6
RWA,2044,8.6
RWA,2045,7.8
RWA,2046,7
RWA,2047,6.3
RWA,2048,5.7
RWA,2049,5.1
RWA,2050,4.5
