month,best_est,lat,lon
2022-07-01,5,16.446068,98.615824
2023-04-01,1,17.45581,96.833989
2023-06-01,4,22.62912,95.48314
2023-07-01,1,21.997479,95.513824
2023-07-01,1,13.924376,98.163883
2023-07-01,1,22.301326,95.766639
2021-02-01,1,19.75,96.1
2021-07-01,3,21.476844,93.722247
2021-07-01,6,21.472021,93.40479
2021-07-01,10,21.336385,93.937225
2021-07-01,7,21.476844,93.722247
2021-07-01,2,21.472021,93.40479
2022-02-01,20,19.73971,97.079654
2022-02-01,2,21.62422,95.3573
2022-07-01,2,22.24431,95.52969
2022-09-01,1,17.5,97.75
2022-11-01,4,22.279096,94.151406
2023-07-01,1,22.11566,94.89746
2023-07-01,1,19.73971,97.079654
2023-07-01,2,21.53907,95.51967
2021-02-01,2,22,96.083333
2021-08-01,3,19.531482,97.046837
2021-08-01,11,19.29239,97.22404
2022-08-01,12,16.537659,98.14844
2022-08-01,4,21.87218,95.991465
2022-08-01,4,22.271944,96.22111
2022-08-01,3,20.99892,96.46837
2022-09-01,1,17.5,97.75
2022-11-01,2,22.936139,93.86699
2022-11-01,8,22.936139,93.86699
2022-11-01,5,22.936139,93.86699
2022-11-01,6,22.936139,93.86699
2022-11-01,5,22.936139,93.86699
2023-02-01,10,21.477117,95.179513
2023-05-01,1,22.880264,96.095447
2023-04-01,1,19.754429,97.014054
2023-11-01,7,22.880264,96.095447
2021-02-01,1,16.971066,96.064894
2021-03-01,1,22.120754,95.165682
2021-03-01,1,18.25,96.25
2021-03-01,1,16.848686,96.121471
2021-03-01,1,16.79845,96.150408
2021-03-01,1,22.723001,96.019547
2021-03-01,1,16.812627,96.17886
2021-09-01,2,22.597965,94.130599
2021-09-01,1,19.62286,97.206
2021-09-01,2,20.747437,96.591025
2021-10-01,1,21.927259,95.574214
2021-10-01,1,21.369463,95.70817
2021-10-01,2,22.36555,95.44861
2022-07-01,2,21.968699,94.665232
2022-08-01,2,23.173189,94.145293
2022-08-01,1,25.679728,96.481155
2022-08-01,1,26.509765,96.712445
2022-11-01,4,22.936139,93.86699
2022-11-01,4,22.147711,95.190864
2022-11-01,5,22.301326,95.766639
2022-11-01,1,21.97465,95.07773
2023-02-01,1,21.361959,94.54755
2023-02-01,12,21.361959,94.54755
2023-02-01,5,22.03853,95.826002
2023-02-01,10,23.069173,95.2171
2023-02-01,2,22.301326,95.766639
2023-02-01,7,22.577867,95.806672
2023-02-01,1,23.68312,95.68362
2023-06-01,1,23.304259,95.707707
2023-06-01,1,15.34365,97.932579
2023-05-01,2,19.754429,97.014054
2023-05-01,5,19.754429,97.014054
2023-07-01,3,18.18867,96.34958
2023-07-01,1,19.7454,97.21449
2023-11-01,1,25.226425,96.793545
2021-02-01,3,14.09108,98.196143
2021-02-01,1,16.79845,96.150408
2021-09-01,1,17.333217,96.483395
2021-09-01,6,21.911791,95.243136
2021-10-01,1,21.990774,96.309892
2021-10-01,1,21.791044,94.184035
2021-10-01,2,18.442245,95.634977
2022-07-01,6,21.68861,94.65887
2022-07-01,14,21.68861,94.65887
2022-07-01,37,24.22052,96.14232
2022-08-01,2,26.509765,96.712445
2022-08-01,3,24.864751,95.415249
2022-11-01,3,12.79827,98.72254
2022-11-01,1,21.27608,94.88544
2022-11-01,1,18.807718,96.488567
2023-02-01,9,21.894806,95.688663
2023-02-01,2,19.28195,96.1536
2023-02-01,1,18.22982,95.777065
2023-02-01,1,13.924376,98.163883
2023-02-01,2,22.147711,95.190864
2023-02-01,1,23.304259,95.707707
2023-02-01,5,22.301326,95.766639
2023-05-01,2,19.754429,97.014054
2023-05-01,12,19.754429,97.014054
2023-07-01,1,25.616667,96.316667
2023-09-01,5,15.24645,97.85506
2023-09-01,1,15.24645,97.85506
2023-11-01,11,19.674167,97.209444
2021-02-01,2,16.79845,96.150408
2021-02-01,1,16.809357,96.122587
2021-10-01,1,16.77757,96.17494
2022-08-01,8,21.56003,95.193129
2022-08-01,1,21.56003,95.193129
2022-08-01,3,23.574375,98.076855
2022-08-01,9,23.626992,96.641867
2022-11-01,10,21.45354,94.47133
2023-02-01,5,22.359595,95.682658
2023-02-01,5,21.732051,96.106273
2023-02-01,4,22.271944,96.22111
2023-02-01,5,16.956195,97.31287
2023-02-01,1,18.495737,95.550369
2023-09-01,4,21.835,95.24244
2023-09-01,2,21.911791,95.243136
2023-09-01,3,21.968699,94.665232
2023-10-01,4,24.504002,95.733794
2023-10-01,1,22.790157,95.765001
2023-10-01,3,23.173189,94.145293
2023-10-01,1,22.56925,95.69818
2023-10-01,2,21.45354,94.47133
2023-11-01,5,24.504002,95.733794
2023-11-01,2,23.304259,95.707707
2021-02-01,1,16.828983,96.200075
2021-02-01,2,22,96.083333
2021-10-01,1,21.96506,95.03061
2021-10-01,1,16.79845,96.150408
2021-10-01,1,22.29642,95.42682
2022-08-01,2,21.56003,95.193129
2022-08-01,6,19.58744,97.14706
2022-08-01,2,23.25114,97.120372
2023-02-01,13,22.22902,96.02855
2021-02-01,2,17.732744,96.593308
2021-02-01,1,21.401047,94.712963
2021-03-01,2,21.936881,96.099927
2021-03-01,1,21.936881,96.099927
2021-10-01,2,21.56003,95.193129
2021-10-01,4,22.370025,94.788904
2021-10-01,1,22.147711,95.190864
2021-10-01,1,23.304259,95.707707
2022-07-01,2,16.446068,98.615824
2022-07-01,7,21.674599,94.882795
2022-07-01,4,23.08266,94.016731
2022-11-01,15,18.982098,96.514353
2023-01-01,1,16.848686,96.121471
2023-02-01,12,21.0113,94.13614
2023-02-01,7,21.24275,94.85373
2021-03-01,7,16.79845,96.150408
2021-03-01,1,21,96
2021-10-01,1,16.848686,96.121471
2021-10-01,1,14.28707,98.279487
2021-10-01,2,24.337215,97.185238
2021-10-01,1,22.29642,95.42682
2022-07-01,3,22.78374,93.568955
2022-07-01,1,25.312833,97.684044
2022-07-01,4,21.867766,94.691746
2022-07-01,1,19.90897,93.99945
2022-07-01,1,20.914149,92.947448
2022-11-01,11,21.997479,95.513824
2022-11-01,10,21.911791,95.243136
2022-11-01,1,23.183333,94.05
2022-11-01,3,23.963175,94.201728
2022-11-01,2,22.60221,95.59582
2023-02-01,27,22.315182,96.627966
2023-02-01,6,16.537659,98.14844
2023-02-01,7,21.968699,94.665232
2023-02-01,1,22.120754,95.165682
2023-02-01,4,22.24431,95.52969
2023-03-01,1,22.74569,95.4725
2023-03-01,2,21.893753,94.13489
2023-03-01,3,19.00468,96.22151
2023-03-01,10,22.749975,93.425333
2023-03-01,13,21.925234,95.469503
2023-11-01,2,21.957777,93.434
2023-11-01,1,12.30199,99.16825
2023-11-01,5,12.30199,99.16825
2021-03-01,6,22.120754,95.165682
2021-03-01,3,22,96.083333
2021-03-01,1,20.83329,95.308308
2022-07-01,1,20.914149,92.947448
2022-07-01,1,19.98217,93.55395
2022-11-01,5,22.065361,95.195459
2022-11-01,6,21.997479,95.513824
2022-11-01,1,22.36857,95.785246
2022-11-01,3,21.997479,95.513824
2023-02-01,2,22.03853,95.826002
2023-02-01,16,22.98839,95.36337
2023-02-01,1,23.304259,95.707707
2023-02-01,2,21.795605,93.436685
2023-02-01,12,21.45745,95.391822
2023-02-01,2,21.425264,95.658687
2023-03-01,3,21.793826,95.343868
2023-03-01,13,21.793826,95.343868
2023-03-01,1,19.88426,96.875778
2023-03-01,2,22.433609,94.849105
2023-04-01,20,23.304259,95.707707
2023-04-01,5,22.20044,96.23234
2023-04-01,10,24.12896,96.74258
2023-11-01,11,23.34841,93.38267
2023-11-01,5,19.674167,97.209444
2023-11-01,16,20.416925,93.467111
2023-11-01,2,23.83505,97.680516
2021-10-01,1,17.513304,96.882222
2022-07-01,15,21.410233,95.138602
2022-11-01,5,21.83465,95.54802
2022-11-01,3,19.25,97.5
2022-11-01,5,13.1153,98.68536
2022-11-01,3,23.304259,95.707707
2022-11-01,2,23.304259,95.707707
2022-11-01,2,23.304259,95.707707
2023-01-01,1,19.73418,97.0185
2023-01-01,7,24.215426,96.37562
2023-03-01,15,22.880264,96.095447
2023-03-01,2,21.27608,94.88544
2023-03-01,2,21.27608,94.88544
2023-03-01,1,21.63241,95.24619
2023-03-01,17,24.213536,96.764702
2023-03-01,2,21.793826,95.343868
2023-05-01,1,21.793826,95.343868
2023-10-01,11,19.73971,97.079654
2023-11-01,13,24.099889,98.312316
2023-11-01,5,24.099889,98.312316
2021-03-01,1,20.5,94.75
2021-03-01,3,22.962994,97.751354
2021-10-01,2,22.317634,95.888501
2021-10-01,1,22.147711,95.190864
2021-10-01,1,22.063465,95.198639
2021-10-01,1,19.28195,96.1536
2021-10-01,1,22.147711,95.190864
2021-10-01,2,21.785254,95.385848
2021-10-01,2,22.120754,95.165682
2022-07-01,2,21.27608,94.88544
2022-07-01,2,16.79845,96.150408
2022-11-01,1,13.655645,98.340651
2022-11-01,6,12.18698,98.83643
2022-11-01,2,21.361959,94.54755
2022-11-01,1,18.970757,97.302873
2023-01-01,31,24.215426,96.37562
2023-01-01,8,23.304259,95.707707
2023-01-01,1,21.43037,93.87979
2023-01-01,1,21.959283,96.1024
2023-01-01,3,16.956195,97.31287
2023-03-01,3,17.345833,96.993879
2023-05-01,5,21.911791,95.243136
2023-05-01,3,21.911791,95.243136
2023-05-01,2,21.793826,95.343868
2023-05-01,4,21.45745,95.391822
2023-05-01,1,17.200128,97.134597
2023-05-01,3,17.420489,96.994378
2021-03-01,1,22,96.083333
2021-03-01,1,24.992913,96.526458
2021-03-01,1,17.31051,97.016905
2021-03-01,1,22.147711,95.190864
2021-10-01,1,22.8179,95.80361
2021-10-01,1,22.271944,96.22111
2022-03-01,18,21.476844,93.722247
2022-07-01,2,23.95543,95.357323
2023-01-01,1,23.5,95.5
2023-01-01,2,22.04915,95.669937
2023-03-01,2,16.875935,96.631357
2023-03-01,1,19.467315,97.224868
2023-03-01,5,24.235603,96.063987
2023-05-01,2,17.228775,97.072137
2023-05-01,1,18.480828,96.436658
2023-05-01,5,21.685684,95.711667
2023-05-01,13,21.96506,95.03061
2023-09-01,5,23.173189,94.145293
2023-10-01,5,23.574375,98.076855
2021-12-01,2,16.79845,96.150408
2021-12-01,4,16.971066,96.064894
2022-01-01,372,19.550728,97.157733
2022-04-01,1,13.655645,98.340651
2022-03-01,1,22.544621,97.03406
2023-02-01,3,22.120754,95.165682
2023-04-01,8,22.56925,95.69818
2023-03-01,47,22.279096,94.151406
2023-04-01,1,21.039865,94.637926
2023-04-01,2,21.039865,94.637926
2023-04-01,3,22.370025,94.788904
2023-04-01,3,22.790157,95.765001
2023-05-01,1,22.577867,95.806672
2023-05-01,1,13.90416,98.73524
2023-05-01,1,19.674167,97.209444
2023-05-01,3,15.34365,97.932579
2023-05-01,3,16.537659,98.14844
2023-05-01,3,21.791044,94.184035
2023-09-01,1,15.34365,97.932579
2023-09-01,1,17.50406,96.7465
2023-09-01,17,17.9725,95.7405
2023-09-01,2,22.279096,94.151406
2021-12-01,32,19.531482,97.046837
2022-01-01,5,19.531482,97.046837
2021-12-01,3,19.26302,97.06431
2022-01-01,3,19.674167,97.209444
2022-01-01,31,22.301326,95.766639
2021-12-01,12,22.281,95.97942
2022-03-01,1,16.809357,96.122587
2022-04-01,2,13.924376,98.163883
2022-03-01,4,13.924376,98.163883
2023-02-01,5,19.754429,97.014054
2023-02-01,3,22.577867,95.806672
2023-03-01,10,21.411677,94.132761
2023-04-01,5,21.63241,95.24619
2023-04-01,7,22.78374,93.568955
2023-03-01,3,21.58227,93.33022
2023-04-01,3,22.24431,95.52969
2023-04-01,2,23.50372,96.01314
2023-04-01,24,16.36824,98.558498
2023-05-01,6,22.577867,95.806672
2023-05-01,2,21.425264,95.658687
2023-09-01,5,22.76722,95.42758
2023-09-01,5,21.793826,95.343868
2022-01-01,11,22.0553,95.05546
2022-01-01,7,21.887817,94.422803
2022-01-01,16,21.968699,94.665232
2022-01-01,20,23.703596,96.135206
2021-12-01,1,22.448392,95.66488
2022-01-01,1,23.104216,95.257823
2021-10-01,2,23.4791,95.18909
2022-03-01,4,20.92806,96.7078
2023-02-01,2,23.304259,95.707707
2023-02-01,4,22.98839,95.36337
2023-02-01,1,22.090903,95.661568
2023-04-01,1,17.5,97.75
2023-04-01,3,18.442245,95.634977
2023-04-01,3,22.078067,94.901807
2023-11-01,2,23.760029,96.233117
2021-02-01,1,23.957135,98.129121
2021-03-01,1,23.173189,94.145293
2021-03-01,2,16.79845,96.150408
2022-01-01,5,21.446582,93.16365
2022-01-01,7,22.850291,95.104417
2022-04-01,5,21.496966,93.791072
2022-04-01,5,19.845913,98.546156
2023-02-01,3,17.95363,96.72247
2023-02-01,2,23.304259,95.707707
2023-03-01,2,22.147711,95.190864
2023-04-01,2,22.577867,95.806672
2023-04-01,3,22.03853,95.826002
2023-07-01,3,22.39271,95.14489
2021-03-01,1,19.7059,96.086
2022-01-01,10,19.531482,97.046837
2022-01-01,4,23.83505,97.680516
2022-01-01,16,19.555138,97.611889
2022-01-01,15,19.674167,97.209444
2022-01-01,10,19.674167,97.209444
2023-01-01,41,19.28195,96.1536
2023-01-01,1,21.56003,95.193129
2023-01-01,1,21.626114,94.454312
2023-01-01,15,21.778463,95.708192
2023-01-01,1,21.778463,95.708192
2023-02-01,10,24.11971,97.294235
2023-04-01,17,18.345696,96.857289
2023-04-01,5,17.659595,97.529256
2023-06-01,2,19.014265,97.261927
2023-07-01,5,21.997479,95.513824
2023-07-01,2,16.36824,98.558498
2023-07-01,5,21.27608,94.88544
2023-07-01,4,21.222425,94.21458
2023-09-01,5,17.345833,96.993879
2023-09-01,4,21.793826,95.343868
2023-09-01,8,23.788583,95.679642
2023-09-01,1,21.33489,95.08438
2023-09-01,2,23.099372,95.604557
2023-10-01,2,24.871837,97.517084
2023-11-01,2,19.88973,93.80151
2021-03-01,2,20.15,94.91667
2021-03-01,1,16.484722,97.625833
2021-02-01,1,16.484722,97.625833
2021-03-01,1,18.25,96.25
2021-03-01,1,16.794716,96.20821
2021-03-01,1,20.782664,97.034064
2021-03-01,1,25.616667,96.316667
2021-03-01,1,17.333217,96.483395
2022-01-01,3,19.597313,97.211902
2022-01-01,3,19.711192,97.295318
2022-01-01,2,19.62286,97.206
2023-01-01,1,22.271944,96.22111
2023-01-01,3,15.73813,97.74555
2023-02-01,5,22.433609,94.849105
2023-02-01,5,22.412343,95.083083
2023-02-01,1,22.577867,95.806672
2023-02-01,2,22.147711,95.190864
2023-02-01,1,22.29642,95.42682
2023-02-01,15,21.63241,95.24619
2023-02-01,1,17.9725,95.7405
2023-04-01,1,23.304259,95.707707
2023-06-01,1,18.757686,95.365137
2023-06-01,2,18.495737,95.550369
2023-06-01,4,22.67474,95.659173
2023-06-01,6,22.211689,94.739168
2023-07-01,4,18.39244,96.541116
2023-09-01,1,18.18867,96.34958
2023-09-01,1,21.96506,95.03061
2023-09-01,1,21.674599,94.882795
2023-09-01,2,18.860306,96.828987
2023-11-01,4,19.674167,97.209444
2023-11-01,1,20.586667,93.196389
2023-11-01,1,19,94.25
2021-03-01,15,16.917856,96.170004
2021-12-01,122,17.5,97.75
2022-01-01,2,16.883845,96.056418
2022-01-01,2,16.883845,96.056418
2022-01-01,10,16.917856,96.170004
2022-01-01,3,16.812627,96.17886
2021-12-01,1,20.08519,95.13084
2021-12-01,2,16.5491,96.05339
2023-02-01,1,17.9725,95.7405
2023-02-01,1,18.11149,96.73411
2023-02-01,1,22.284856,95.449128
2023-02-01,4,22.56925,95.69818
2023-06-01,12,22.03853,95.826002
2023-05-01,1,19.73971,97.079654
2023-09-01,2,18.18867,96.34958
2023-09-01,1,18.547024,96.580338
2023-09-01,1,12.755,98.63272
2023-09-01,1,24.196338,94.416816
2023-11-01,4,20.416925,93.467111
2023-02-01,4,24.215426,96.37562
2023-02-01,2,23.756618,98.181414
2023-06-01,5,22.582687,95.480229
2023-07-01,4,22.284856,95.449128
2023-09-01,1,18.480828,96.436658
2023-09-01,1,24.196338,94.416816
2023-09-01,1,12.87397,98.64706
2023-09-01,1,21.560251,94.881945
2023-09-01,1,24.215426,96.37562
2023-10-01,4,21.674599,94.882795
2023-10-01,7,22.37839,95.68533
2023-11-01,12,22.271944,96.22111
2023-02-01,4,22.577867,95.806672
2023-02-01,3,22.078067,94.901807
2023-02-01,1,21.96506,95.03061
2023-02-01,1,22.880264,96.095447
2023-02-01,1,16.6395,97.411566
2023-02-01,30,19.273611,96.336184
2023-06-01,1,21.959283,96.1024
2023-11-01,11,21.299148,93.440107
2021-12-01,1,13.1153,98.68536
2021-12-01,1,22.120754,95.165682
2023-02-01,6,19.531482,97.046837
2023-02-01,3,19.555138,97.611889
2023-02-01,11,21.222425,94.21458
2023-02-01,14,21.222425,94.21458
2023-02-01,2,21.56003,95.193129
2023-06-01,21,23.5833,98.5
2023-06-01,5,21.997479,95.513824
2023-06-01,4,21.958847,95.271935
2023-06-01,1,22.025839,95.234222
2023-10-01,2,22.180832,95.752875
2023-10-01,3,22.755144,95.513719
2023-10-01,2,22.790157,95.765001
2021-12-01,2,13.1153,98.68536
2023-02-01,2,21.56003,95.193129
2023-02-01,10,22.116284,94.990366
2023-02-01,3,22.577867,95.806672
2023-02-01,3,22.910565,94.667077
2023-02-01,2,22.56925,95.69818
2023-02-01,6,22.577867,95.806672
2023-04-01,1,18.979634,95.627167
2023-04-01,1,18.62299,95.39966
2023-06-01,2,21.968699,94.665232
2023-07-01,1,16.816444,97.760444
2023-08-01,3,23.228071,94.506174
2023-08-01,2,23.50372,96.01314
2023-08-01,1,18.345696,96.857289
2023-08-01,1,21.778463,95.708192
2023-08-01,1,24.217606,96.433967
2023-08-01,6,18.480828,96.436658
2023-09-01,1,24.774342,96.363573
2023-10-01,1,21.71892,95.29385
2023-11-01,2,19.674167,97.209444
2023-11-01,4,23.991149,95.756421
2023-11-01,2,23.760029,96.233117
2021-03-01,3,21.459974,95.382313
2021-03-01,1,21.459974,95.382313
2021-03-01,4,16.79845,96.150408
2021-03-01,2,25.386411,97.394394
2021-03-01,1,14.09108,98.196143
2021-03-01,2,16.773994,94.731424
2022-01-01,4,16.36824,98.558498
2022-01-01,8,19.674167,97.209444
2021-12-01,1,25.56501,96.301117
2022-08-01,1,22.370025,94.788904
2023-02-01,3,22.120754,95.165682
2023-02-01,15,15.172172,97.897887
2023-02-01,3,12.28511,98.87062
2023-02-01,4,21.778463,95.708192
2023-02-01,4,21.425264,95.658687
2023-02-01,2,22.69915,93.428201
2023-04-01,2,21.990774,96.309892
2023-04-01,10,22.880264,96.095447
2023-04-01,7,21.843386,94.935203
2023-04-01,3,14.28707,98.279487
2023-06-01,2,19.28195,96.1536
2023-06-01,1,18.495737,95.550369
2023-06-01,2,21.411677,94.132761
2023-08-01,2,22.597965,94.130599
2023-08-01,2,22.21848,95.9076
2023-08-01,2,22.199292,95.899606
2023-08-01,2,23.173189,94.145293
2023-08-01,2,22.147711,95.190864
2023-08-01,1,21.56003,95.193129
2023-10-01,2,22.39271,95.14489
2023-10-01,1,18.647816,95.418689
2023-10-01,16,23.812595,98.638092
2023-10-01,2,22.69915,93.428201
2023-10-01,41,21.56003,95.193129
2023-10-01,1,21.56003,95.193129
2023-11-01,4,23.760029,96.233117
2023-11-01,12,23.760029,96.233117
2023-11-01,6,19.674167,97.209444
2022-01-01,30,19.674167,97.209444
2022-01-01,12,19.550728,97.157733
2022-01-01,4,13.655645,98.340651
2021-12-01,2,14.11075,98.301826
2021-12-01,1,17.15184,94.75498
2021-12-01,1,22.412343,95.083083
2022-02-01,10,21.00504,94.02082
2022-02-01,20,20.80967,94.030881
2023-06-01,1,22.301326,95.766639
2023-06-01,1,22.301326,95.766639
2023-06-01,11,19.73971,97.079654
2023-08-01,2,18.345696,96.857289
2023-08-01,4,22.29642,95.42682
2023-08-01,3,22.577867,95.806672
2023-08-01,1,21.911791,95.243136
2023-08-01,7,22.936139,93.86699
2023-08-01,3,21.608889,94.851243
2023-10-01,10,22.301326,95.766639
2023-10-01,2,22.56925,95.69818
2023-10-01,1,22.0672,95.68121
2023-10-01,2,22.0672,95.68121
2023-10-01,3,12.090315,99.011649
2023-11-01,51,21.626114,94.454312
2023-11-01,2,21.626114,94.454312
2021-05-01,2,20.875369,92.529996
2022-01-01,1,16.537659,98.14844
2022-01-01,3,22.628791,95.233683
2022-01-01,10,22.628791,95.233683
2022-01-01,5,21.968699,94.665232
2022-03-01,4,22.850291,95.104417
2023-02-01,1,22.03888,96.14797
2023-02-01,4,21.83465,95.54802
2023-02-01,1,21.44164,95.4992
2023-02-01,2,22.120754,95.165682
2023-02-01,4,23.183333,94.05
2023-08-01,1,22.880264,96.095447
2023-08-01,4,19.586053,97.410114
2023-08-01,1,19.48675,97.14581
2023-08-01,3,19.674167,97.209444
2023-08-01,5,22.69915,93.428201
2023-08-01,5,13.63164,98.37602
2023-08-01,1,23.603804,93.689827
2023-10-01,5,21.28026,95.44441
2022-01-01,7,22.147711,95.190864
2022-01-01,7,22.370025,94.788904
2022-01-01,7,22.301326,95.766639
2022-01-01,3,21.795605,93.436685
2022-01-01,15,24.196338,94.416816
2022-01-01,21,19.674167,97.209444
2022-01-01,2,23.760029,96.233117
2022-03-01,24,19.531482,97.046837
2022-08-01,2,23.4791,95.18909
2023-02-01,15,22.599436,96.913549
2023-02-01,3,22.29642,95.42682
2023-08-01,3,21.997479,95.513824
2023-08-01,4,21.997479,95.513824
2023-08-01,3,21.56003,95.193129
2023-08-01,1,21.56003,95.193129
2023-08-01,1,21.96506,95.03061
2023-09-01,1,23.77048,93.745684
2023-09-01,10,25.09229,96.28854
2023-09-01,4,22.03853,95.826002
2023-09-01,7,21.778463,95.708192
2023-09-01,5,18.979634,95.627167
2023-11-01,7,21.843386,94.935203
2023-11-01,1,22.271944,96.22111
2023-11-01,28,23.16713,94.558672
2022-01-01,2,22.7735,95.32917
2022-01-01,1,23.173189,94.145293
2022-01-01,5,23.722301,97.626941
2022-01-01,20,21.968699,94.665232
2022-01-01,1,22.910565,94.667077
2022-01-01,3,21.674599,94.882795
2022-03-01,50,19.531482,97.046837
2022-03-01,2,19.601449,97.132921
2022-04-01,47,16.599102,98.523301
2023-02-01,6,18.869353,97.526412
2023-02-01,13,23.72361,95.7549
2023-07-01,5,23.957135,98.129121
2023-11-01,2,16.484722,97.625833
2021-03-01,1,18.064,97.445
2022-01-01,3,19.26302,97.06431
2022-01-01,3,19.531482,97.046837
2022-01-01,10,23.145821,93.533285
2022-01-01,2,17.27186,95.826506
2021-12-01,1,22.577867,95.806672
2022-03-01,35,19.531482,97.046837
2022-03-01,3,19.684485,97.087703
2022-04-01,1,22.29642,95.42682
2022-04-01,1,16.812081,96.158365
2022-08-01,6,16.707314,95.93547
2022-08-01,1,16.79558,96.32907
2023-02-01,25,22.577867,95.806672
2023-02-01,5,23.069173,95.2171
2023-02-01,1,23.069173,95.2171
2023-09-01,22,21.89457,95.94213
2023-09-01,1,22.03853,95.826002
2023-09-01,5,22.03853,95.826002
2023-11-01,6,23.5833,98.5
2021-03-01,18,16.883845,96.056418
2021-03-01,3,16.79845,96.150408
2021-03-01,2,16.707314,95.93547
2022-01-01,5,24.196338,94.416816
2022-01-01,5,23.705275,98.034294
2022-03-01,17,22.731639,93.570026
2022-03-01,7,18.064,97.445
2022-04-01,7,22.20373,95.82274
2022-08-01,1,16.707314,95.93547
2022-08-01,30,24.165619,96.363356
2022-08-01,10,24.235603,96.063987
2022-08-01,86,18.064,97.445
2023-02-01,6,21.46233,94.62462
2023-02-01,4,22.920634,96.505949
2023-02-01,3,22.66953,96.01479
2023-02-01,2,22.315182,96.627966
2023-07-01,1,23.783115,94.143973
2023-07-01,4,18.153999,96.670002
2023-07-01,1,16.956195,97.31287
2023-09-01,2,17.98004,96.77694
2021-03-01,1,16.997601,96.133688
2021-12-01,1,21.690104,95.172055
2022-03-01,6,19.116864,97.324744
2022-03-01,2,19.116864,97.324744
2022-03-01,20,20.5,94.75
2022-03-01,3,21.361959,94.54755
2022-04-01,3,22.301326,95.766639
2022-04-01,1,16.79845,96.150408
2022-04-01,3,16.778729,96.143507
2022-04-01,1,16.79845,96.150408
2023-02-01,2,22.850291,95.104417
2023-09-01,2,21.45745,95.391822
2023-11-01,15,16.298785,97.908703
2021-12-01,15,24.942261,96.313449
2021-12-01,15,25.679728,96.481155
2021-11-01,1,21.45745,95.391822
2021-12-01,3,23.309008,98.180936
2021-07-01,35,23.309008,98.180936
2022-02-01,5,21.361959,94.54755
2022-03-01,7,20.935258,93.882647
2022-03-01,3,22.989489,97.938218
2022-02-01,3,23.02163,98.107848
2022-04-01,9,16.36824,98.558498
2022-04-01,1,16.599102,98.523301
2022-09-01,1,20.21106,92.85285
2021-11-01,71,18.064,97.445
2021-10-01,93,18.064,97.445
2022-03-01,11,22.12991,94.94925
2022-03-01,1,23.008566,94.03994
2022-03-01,3,19.674167,97.209444
2022-08-01,2,16.79845,96.150408
2022-09-01,1,19.531482,97.046837
2022-09-01,3,21.026495,95.648518
2022-12-01,5,22.147711,95.190864
2023-09-01,4,23.574375,98.076855
2023-09-01,1,23.574375,98.076855
2021-12-01,3,21.361959,94.54755
2021-12-01,1,20.935258,93.882647
2021-12-01,3,16.748961,96.613429
2021-12-01,1,22.147711,95.190864
2022-01-01,1,23.73592,96.03114
2022-01-01,5,21.446582,93.16365
2022-01-01,4,21.476844,93.722247
2022-01-01,4,22.088325,95.186716
2022-03-01,2,22.12991,94.94925
2023-09-01,3,22.945343,96.427239
2022-01-01,1,19.75,96.1
2022-08-01,3,15.34365,97.932579
2021-08-01,10,19.26302,97.06431
2021-08-01,1,22,98
2022-01-01,15,19.674167,97.209444
2022-03-01,14,22.766764,95.626003
2022-03-01,9,22.790157,95.765001
2022-03-01,1,16.79558,96.32907
2022-03-01,1,16.883845,96.056418
2022-08-01,3,15.34365,97.932579
2023-02-01,2,21.674599,94.882795
2023-09-01,3,21.190374,94.057217
2023-09-01,2,12.04957,99.10555
2021-08-01,1,21.96506,95.03061
2021-08-01,1,22.91335,93.67779
2021-08-01,1,21.459974,95.382313
2022-01-01,2,23.021973,93.671012
2022-01-01,2,23.02235,93.67587
2022-01-01,50,23.085097,93.762353
2022-01-01,2,17.27186,95.826506
2022-01-01,1,16.36824,98.558498
2022-03-01,10,24.397465,96.483194
2022-03-01,1,20.888333,96.739922
2022-08-01,2,16.446068,98.615824
2022-08-01,40,23.304259,95.707707
2022-08-01,4,23.766019,95.813102
2023-01-01,6,19.17006,97.23966
2023-01-01,2,19.15633,96.34593
2023-01-01,11,21.27608,94.88544
2023-01-01,6,21.35862,94.91396
2023-01-01,1,21.361959,94.54755
2023-02-01,1,12.97777,98.63033
2023-02-01,1,12.86724,98.65982
2023-10-01,2,22.090177,95.755419
2022-01-01,7,22.7735,95.32917
2022-01-01,7,22.750886,95.35904
2022-01-01,8,24.215426,96.37562
2022-03-01,10,16.663323,98.505613
2022-03-01,2,17.06328,96.64939
2022-08-01,6,21.222425,94.21458
2022-08-01,2,22,96.083333
2022-08-01,6,16.36824,98.558498
2023-01-01,2,23.760029,96.233117
2023-01-01,3,23.760029,96.233117
2023-01-01,1,21.71892,95.29385
2023-01-01,1,21.793826,95.343868
2023-01-01,6,23.16713,94.558672
2023-01-01,3,23.766019,95.813102
2023-02-01,2,22.147711,95.190864
2023-02-01,2,21.039865,94.637926
2023-09-01,28,21.87225,95.44809
2023-09-01,36,16.49647,98.15871
2023-09-01,1,22.30531,96.1481
2023-09-01,1,24.521431,97.431576
2023-11-01,20,21.19237,92.25669
2023-11-01,8,23.717448,96.155125
2023-11-01,4,22.20044,96.23234
2023-11-01,2,22.315182,96.627966
2022-01-01,15,22.577867,95.806672
2022-01-01,1,20.935258,93.882647
2022-01-01,2,12.93733,98.70429
2022-03-01,1,21.959283,96.1024
2022-03-01,1,13.655645,98.340651
