id,year,value
531,2025,230642
385,2025,77442
1042,2025,87478
1572,2025,77085
1755,2025,375138
1474,2025,62379
1665,2025,63872
55,2025,78089
672,2025,74518
926,2025,53647
1844,2025,52486
9,2025,75592
1569,2025,68765
670,2025,118390
2006,2025,57127
1264,2025,293833
924,2025,60891
1752,2025,2506489
1925,2025,56966
1662,2025,65297
529,2025,159643
1841,2025,58699
2468,2025,64907
2680,2025,121259
2393,2025,94229
1040,2025,54814
802,2025,104689
2811,2025,114386
383,2025,73299
2747,2025,65507
2085,2025,65075
2317,2025,395528
2542,2025,123350
2241,2025,818617
2613,2025,55177
1155,2025,72170
2164,2025,62802
54,2025,58145
1472,2025,67616
224,2025,50442
1370,2025,134144
321,2025,77299
157,2025,65477
24,2025,73365
648,2025,1346672
197,2025,2024413
1248,2025,123020
505,2025,347830
904,2025,243927
357,2025,84432
1354,2025,1980432
1457,2025,56736
1021,2025,286383
1136,2025,235198
781,2025,113735
82,2025,99102
409,2025,253857
553,2025,56016
251,2025,66329
574,2025,101014
428,2025,254517
274,2025,88511
105,2025,93871
5159,2025,80934
4309,2025,98696
8380,2025,120686
7469,2025,68719
2738,2025,97193
7066,2025,412133
7874,2025,95122
5305,2025,354576
4385,2025,105097
8446,2025,859845
8236,2025,53033
6292,2025,94010
5000,2025,167847
8452,2025,170654
4347,2025,100380
6590,2025,210694
7038,2025,85986
8096,2025,71850
6430,2025,105819
6966,2025,90751
4682,2025,179998
8434,2025,64660
782,2025,77902
7481,2025,56971
5033,2025,92684
7445,2025,87883
6398,2025,73367
5522,2025,88411
8440,2025,68494
7238,2025,80155
4062,2025,94657
6921,2025,191601
6651,2025,83148
7906,2025,97642
7052,2025,51617
2988,2025,63273
7355,2025,145483
6202,2025,111362
6726,2025,51634
6033,2025,351405
6364,2025,69666
7802,2025,4162814
8464,2025,55456
4497,2025,2180454
5547,2025,91224
4826,2025,109401
6666,2025,234982
1023,2025,360361
6574,2025,117688
6071,2025,79543
7433,2025,125168
5833,2025,1521148
5811,2025,53824
3276,2025,53849
6816,2025,67902
8124,2025,200079
8545,2025,109330
4608,2025,61877
8166,2025,167431
1138,2025,56233
8428,2025,54457
5672,2025,67609
8398,2025,180220
8488,2025,369184
7121,2025,1631432
2532,2025,833403
7173,2025,75330
6346,2025,63718
3841,2025,77846
8159,2025,310590
8362,2025,56159
5957,2025,325022
5696,2025,55747
7703,2025,53059
8061,2025,62181
8524,2025,73883
8482,2025,299805
3331,2025,289904
5066,2025,171620
8047,2025,59684
6382,2025,77042
5897,2025,101805
7655,2025,120935
5767,2025,383774
5414,2025,63086
7605,2025,52029
7635,2025,54371
4230,2025,162291
7585,2025,61300
3490,2025,55829
6052,2025,138552
649,2025,56291
7517,2025,85544
8194,2025,91071
8257,2025,365960
7890,2025,116959
8005,2025,90501
1994,2025,117352
7134,2025,61514
8187,2025,95056
6741,2025,166618
7766,2025,81653
18,2025,64900
7493,2025,63281
2152,2025,798772
6446,2025,2475352
7721,2025,53561
1828,2025,75188
8392,2025,65631
7685,2025,195665
2671,2025,168765
7368,2025,98493
7949,2025,65382
4460,2025,82204
8530,2025,56882
8422,2025,52595
8299,2025,89931
7811,2025,58032
7970,2025,113450
6510,2025,74423
8250,2025,55636
8320,2025,529185
4718,2025,56370
7757,2025,58154
7010,2025,682065
7552,2025,54472
6494,2025,97705
8285,2025,3244260
2803,2025,204845
6786,2025,337878
7394,2025,346105
8458,2025,109722
8540,2025,51372
4932,2025,61103
4862,2025,2320596
8068,2025,239060
6147,2025,330969
8500,2025,58754
7898,2025,52749
8222,2025,86531
4645,2025,134934
7712,2025,88375
5876,2025,62886
4571,2025,75779
6256,2025,52366
7820,2025,76819
8201,2025,63087
3596,2025,62485
8341,2025,101472
5597,2025,237188
7186,2025,194376
8019,2025,244390
7963,2025,58291
8416,2025,65864
7921,2025,94642
8313,2025,208782
1556,2025,73221
7928,2025,92154
1912,2025,74488
6876,2025,248590
7645,2025,70290
6981,2025,56119
8110,2025,79413
8180,2025,60107
6801,2025,118693
6542,2025,64197
8152,2025,61163
7277,2025,58143
7316,2025,85278
7748,2025,81115
7160,2025,105016
5277,2025,93516
5360,2025,91689
6478,2025,64498
7563,2025,175109
4147,2025,53240
7856,2025,53312
6621,2025,104208
5189,2025,101014
7381,2025,65930
3384,2025,80671
6462,2025,121977
8173,2025,133875
906,2025,108331
6711,2025,534074
8550,2025,1064481
8208,2025,234710
7942,2025,518217
7290,2025,465531
6220,2025,132130
6090,2025,184434
7694,2025,86050
6996,2025,90517
6414,2025,54198
7024,2025,284657
8271,2025,119195
5441,2025,68660
4423,2025,598731
7739,2025,81507
6128,2025,94476
2928,2025,471922
8138,2025,197873
8494,2025,1023645
1250,2025,74795
1356,2025,2277352
4188,2025,218914
8278,2025,62677
7956,2025,86455
3976,2025,473708
5387,2025,208193
6526,2025,70659
3047,2025,56264
7212,2025,133072
7225,2025,72100
7784,2025,355651
8404,2025,259132
8054,2025,84917
8506,2025,1089473
8075,2025,128972
7615,2025,82453
5917,2025,533686
5495,2025,102994
8334,2025,53597
5129,2025,91026
6756,2025,72487
5622,2025,86388
6771,2025,141824
3543,2025,59250
6238,2025,109789
3647,2025,180644
1649,2025,81167
8512,2025,148969
7914,2025,125207
7730,2025,69069
4534,2025,174114
7199,2025,101413
4019,2025,60387
8410,2025,98536
7108,2025,126134
6831,2025,55425
8368,2025,59951
5572,2025,280551
5098,2025,52164
7407,2025,78827
8103,2025,418619
7991,2025,213191
7675,2025,74445
6861,2025,357844
7541,2025,66688
6936,2025,56342
6310,2025,184424
6328,2025,77195
7342,2025,77722
5647,2025,296610
5995,2025,1755917
506,2025,422943
7529,2025,106740
7329,2025,122057
7457,2025,352067
4105,2025,190780
2457,2025,51044
8215,2025,50677
5855,2025,184279
8535,2025,3691196
3698,2025,74447
8033,2025,61202
7847,2025,103189
8012,2025,222035
6636,2025,615090
7829,2025,67151
196,2025,332810
6891,2025,188359
5789,2025,166111
3887,2025,205222
8131,2025,190778
7935,2025,9500336
2382,2025,188577
7147,2025,105102
8374,2025,3135157
3164,2025,57451
8470,2025,112471
4897,2025,78327
6906,2025,74197
7865,2025,52962
3932,2025,211991
2867,2025,137906
2306,2025,193951
8264,2025,76940
5744,2025,66372
3437,2025,57184
7505,2025,1027752
8026,2025,1679246
7574,2025,536073
6109,2025,69245
5976,2025,205911
5219,2025,62991
8145,2025,50698
8243,2025,73696
8355,2025,58262
6606,2025,107480
7793,2025,199145
8386,2025,101043
2230,2025,113403
6166,2025,162177
8082,2025,160102
7094,2025,689775
2073,2025,68115
6014,2025,215411
6681,2025,223452
5468,2025,414406
7264,2025,76166
7838,2025,75243
7420,2025,1264379
8306,2025,65705
8476,2025,52326
7303,2025,18949790
7251,2025,54186
6274,2025,90322
7080,2025,56108
4270,2025,84398
1739,2025,62412
6846,2025,93896
7625,2025,310170
358,2025,54641
8292,2025,147816
5249,2025,69316
7775,2025,929795
8040,2025,107734
8089,2025,107420
3106,2025,101894
4790,2025,63737
7665,2025,66695
3794,2025,100686
7977,2025,61090
6951,2025,71746
3747,2025,102426
4754,2025,55054
6558,2025,312745
6184,2025,613434
7984,2025,90236
3221,2025,87417
6696,2025,60592
5333,2025,59221
2603,2025,113862
8327,2025,59777
5937,2025,570302
7595,2025,125175
8348,2025,62280
1459,2025,73472
8229,2025,1226500
8117,2025,268375
8518,2025,108049
7998,2025,58635
7882,2025,398107
4967,2025,78552
5720,2025,192415
169,2025,72133
333,2025,64117
1067,2025,103946
269,2025,57487
424,2025,329838
569,2025,89462
835,2025,51592
100,2025,1067136
706,2025,83631
1180,2025,290572
952,2025,51631
219,2025,172796
378,2025,1125023
2314,2025,55141
1837,2025,59922
2677,2025,69583
918,2025,93251
2744,2025,139133
1034,2025,56335
1365,2025,52028
796,2025,84160
2160,2025,143195
1921,2025,57420
1259,2025,183409
2539,2025,63278
1564,2025,63179
2610,2025,53296
49,2025,70687
664,2025,50596
1748,2025,3206222
1150,2025,128032
2238,2025,50746
2390,2025,91295
2081,2025,51287
1657,2025,57233
523,2025,56815
2465,2025,112011
1467,2025,58096
2003,2025,55887
433,2025,67472
279,2025,1246960
111,2025,61232
1186,2025,198363
1501,2025,60393
841,2025,131192
1293,2025,64574
958,2025,56142
1399,2025,114914
1073,2025,167196
714,2025,55336
578,2025,107773
204,2025,135022
32,2025,73431
622,2025,172053
478,2025,179778
1331,2025,56032
1225,2025,2261055
881,2025,77897
164,2025,127995
756,2025,352948
1113,2025,105307
328,2025,62066
998,2025,96464
2248,2025,98823
1761,2025,321489
1481,2025,394155
2475,2025,98101
3396,2025,90493
2941,2025,235399
237,2025,222996
813,2025,4104515
1273,2025,67936
2171,2025,173565
1578,2025,104307
3119,2025,62445
2092,2025,182273
1933,2025,54125
2753,2025,678769
3060,2025,187887
3343,2025,118855
3450,2025,244247
1165,2025,142534
682,2025,329340
2013,2025,129917
69,2025,233212
934,2025,55485
395,2025,86473
3233,2025,526702
2400,2025,101426
1671,2025,65870
3288,2025,108222
3001,2025,190418
3177,2025,104703
1850,2025,61107
2686,2025,72361
2880,2025,345148
2817,2025,83347
1050,2025,176511
3503,2025,69353
2548,2025,103495
2619,2025,51653
541,2025,102345
3659,2025,84155
1379,2025,69786
3609,2025,123388
2324,2025,5106087
3556,2025,60679
1008,2025,123222
1344,2025,51190
3103,2025,106237
2454,2025,101460
2735,2025,188550
1126,2025,1197110
2529,2025,85820
1546,2025,981522
1238,2025,275476
3541,2025,121333
2600,2025,109579
4146,2025,218091
2668,2025,432788
3435,2025,83166
3382,2025,61890
3329,2025,82811
2379,2025,347723
766,2025,114774
2303,2025,362006
3792,2025,351819
891,2025,85305
1639,2025,136859
2800,2025,87749
3645,2025,2668723
180,2025,77049
3044,2025,75917
2864,2025,190294
3594,2025,117619
3218,2025,311294
3488,2025,605121
3274,2025,74441
3161,2025,228588
4103,2025,490451
1447,2025,108101
1819,2025,232623
3930,2025,97730
3745,2025,70144
3885,2025,73838
3696,2025,51909
4060,2025,95346
2227,2025,64461
1903,2025,273454
3974,2025,89271
1729,2025,82480
2985,2025,145332
4189,2025,75562
632,2025,454230
3839,2025,62981
1986,2025,57019
2925,2025,5494431
4017,2025,97983
341,2025,1707865
4,2025,250244
489,2025,93550
2149,2025,242885
2067,2025,679037
702,2025,60959
834,2025,56913
564,2025,1056949
88,2025,62698
254,2025,78387
410,2025,53625
2945,2025,443793
3181,2025,122677
2884,2025,212167
2328,2025,149346
1766,2025,77254
3005,2025,128644
2252,2025,109062
2017,2025,77132
822,2025,146543
1676,2025,56668
1938,2025,176643
1172,2025,78949
2552,2025,168302
552,2025,77903
1855,2025,63036
1059,2025,52425
3123,2025,76295
943,2025,56426
3064,2025,53262
3292,2025,172650
1279,2025,144722
2096,2025,181741
2623,2025,92000
1487,2025,78025
83,2025,90700
2757,2025,64965
693,2025,84512
2175,2025,65683
2479,2025,223205
1385,2025,281943
1583,2025,145285
407,2025,1934909
252,2025,154504
2690,2025,53615
2404,2025,276978
3237,2025,112246
2821,2025,147701
356,2025,385812
22,2025,132520
504,2025,133970
1910,2025,144414
2669,2025,177022
1554,2025,516741
1135,2025,61121
647,2025,174468
1737,2025,110418
3162,2025,54003
2530,2025,103676
195,2025,315904
1353,2025,60402
780,2025,473325
2801,2025,59312
2150,2025,82171
2865,2025,126908
1992,2025,62312
3045,2025,144493
903,2025,74335
1826,2025,56803
2304,2025,89319
3104,2025,224918
3220,2025,115208
1456,2025,71024
2736,2025,277848
1247,2025,130525
2071,2025,74273
2601,2025,54468
1647,2025,78096
2380,2025,6726045
2228,2025,55203
2455,2025,265820
2926,2025,352200
2986,2025,150819
1020,2025,861145
2648,2025,83658
9862,2025,242003
8170,2025,133245
1427,2025,320179
1885,2025,65265
4335,2025,89772
1216,2025,67503
9286,2025,211287
8135,2025,136387
11130,2025,69910
8289,2025,110774
9210,2025,72222
10118,2025,86187
11614,2025,201472
10022,2025,81388
8904,2025,678483
11708,2025,71748
10246,2025,293857
8219,2025,192799
9266,2025,62469
9296,2025,63155
10824,2025,85179
11168,2025,503036
10522,2025,605324
10928,2025,53096
10224,2025,1322386
9188,2025,499794
11026,2025,57979
11952,2025,189271
10188,2025,115069
9476,2025,1489112
11124,2025,87877
11190,2025,227568
11532,2025,84472
8058,2025,117999
9060,2025,60728
1711,2025,58289
315,2025,123296
7772,2025,57640
9174,2025,60146
10032,2025,66152
1621,2025,50203
9016,2025,290420
11018,2025,196846
12068,2025,66638
9074,2025,64563
8713,2025,53451
8665,2025,60905
9684,2025,127668
8857,2025,148540
10798,2025,495030
8419,2025,68130
11224,2025,57099
10476,2025,91757
4596,2025,220256
10514,2025,123895
9794,2025,52717
10570,2025,55870
10970,2025,51664
6737,2025,67795
9340,2025,298433
6962,2025,180665
9124,2025,970162
9660,2025,83278
7170,2025,823847
9730,2025,53991
7209,2025,67546
10730,2025,93454
5847,2025,327416
10500,2025,68267
5486,2025,1491964
11372,2025,76136
4258,2025,291787
8212,2025,675756
9288,2025,135019
8970,2025,112098
8776,2025,527806
11238,2025,69405
10580,2025,577338
9020,2025,17013303
10740,2025,166941
12016,2025,467912
9608,2025,118689
8538,2025,86277
9704,2025,91798
10812,2025,535096
11492,2025,58252
10360,2025,734933
10448,2025,78667
8914,2025,463837
9986,2025,57820
6358,2025,88710
11156,2025,227533
9582,2025,1017230
7442,2025,52404
9998,2025,576823
8764,2025,199006
9892,2025,107463
9334,2025,339876
10698,2025,144486
11110,2025,69380
10574,2025,73307
11528,2025,221573
9564,2025,278262
11376,2025,54963
10076,2025,145292
9242,2025,114246
9236,2025,120829
10244,2025,531429
7526,2025,79813
12062,2025,308925
7652,2025,91414
9576,2025,585507
9710,2025,60013
10872,2025,107296
9982,2025,213400
10878,2025,306146
11090,2025,57210
10982,2025,108972
9948,2025,3349934
10112,2025,651562
10880,2025,99428
9720,2025,468159
5988,2025,115156
2433,2025,381391
10820,2025,53983
10370,2025,75246
12086,2025,263138
9774,2025,133862
10164,2025,63413
11038,2025,71090
8497,2025,67010
10738,2025,130536
9006,2025,386664
10980,2025,80843
9906,2025,202186
10588,2025,3457508
8958,2025,177609
11652,2025,774010
11616,2025,125131
10028,2025,88336
11608,2025,301206
11838,2025,61120
10444,2025,335538
9750,2025,225560
9182,2025,602771
11514,2025,2649836
9596,2025,443864
11800,2025,6407770
12072,2025,99034
10240,2025,51643
6394,2025,53087
9492,2025,58484
8585,2025,104304
9176,2025,444971
9292,2025,110888
6602,2025,6139874
8473,2025,167054
7918,2025,99676
4851,2025,96254
8093,2025,203123
10562,2025,85686
11902,2025,875988
11266,2025,124446
11020,2025,81310
5180,2025,59171
9580,2025,541451
10036,2025,103482
11044,2025,89118
9282,2025,74806
9934,2025,101369
11002,2025,514905
11108,2025,123647
10582,2025,181077
9064,2025,599299
9762,2025,89822
9802,2025,172421
8803,2025,85117
11232,2025,283283
11750,2025,93748
11764,2025,132155
8833,2025,7071073
12099,2025,89283
11286,2025,51280
6522,2025,186383
11634,2025,88139
11512,2025,169262
7454,2025,471251
11148,2025,321424
11942,2025,67170
9932,2025,88635
11886,2025,2177489
9442,2025,187364
11380,2025,233861
9342,2025,133640
11814,2025,97164
11828,2025,51727
9552,2025,80564
8998,2025,85079
11416,2025,141820
11364,2025,50076
7780,2025,75878
10006,2025,76419
8254,2025,59655
12028,2025,97270
8809,2025,53760
9524,2025,135385
12095,2025,54309
5663,2025,160915
6159,2025,56540
6214,2025,269213
8719,2025,91917
10452,2025,2796248
9500,2025,103698
12111,2025,77276
9648,2025,82994
10994,2025,70378
10132,2025,118284
10802,2025,738721
9046,2025,62284
11308,2025,77950
9876,2025,131419
9522,2025,135611
11430,2025,358677
10932,2025,394343
9644,2025,109162
11866,2025,113130
9218,2025,67733
11596,2025,52954
9184,2025,405480
9214,2025,93947
10250,2025,330302
3683,2025,69622
7709,2025,1573531
10328,2025,57899
10046,2025,56731
10220,2025,85244
11244,2025,195693
10306,2025,107755
9092,2025,76428
6932,2025,55275
7144,2025,72904
6426,2025,159824
7754,2025,111764
11332,2025,83913
8800,2025,693707
8830,2025,162402
8543,2025,120157
7048,2025,53713
11936,2025,65102
9890,2025,141048
9434,2025,64283
9514,2025,251096
4297,2025,58241
10230,2025,85446
11058,2025,84548
11672,2025,166569
11490,2025,71091
6827,2025,700386
9646,2025,493272
11064,2025,173770
11120,2025,100820
8946,2025,155530
11804,2025,88590
10010,2025,143343
5759,2025,99988
11092,2025,68217
12044,2025,257524
11510,2025,96437
5240,2025,115199
9120,2025,77316
10992,2025,141203
9104,2025,271206
7090,2025,156866
9350,2025,74717
9852,2025,92773
8282,2025,89324
10908,2025,141325
10716,2025,102747
10390,2025,57441
10840,2025,107068
11198,2025,84119
9622,2025,61000
10834,2025,163996
5538,2025,696169
12097,2025,195809
10782,2025,64748
10172,2025,74852
9758,2025,132513
9816,2025,69407
11180,2025,54683
9968,2025,113260
11678,2025,82329
5868,2025,518080
8657,2025,62112
12048,2025,175458
11448,2025,409015
12116,2025,54600
11410,2025,153032
10280,2025,91312
11864,2025,380793
10104,2025,343003
10130,2025,94907
11228,2025,61512
11458,2025,233015
10008,2025,54175
6304,2025,342467
10792,2025,208755
9926,2025,123471
12103,2025,123810
2047,2025,51872
9594,2025,191596
7006,2025,310503
872,2025,71982
11268,2025,295651
9438,2025,485222
10748,2025,79107
10680,2025,393658
11324,2025,67370
9742,2025,74324
10350,2025,118605
9052,2025,633763
9436,2025,62780
10154,2025,55490
9994,2025,69664
8383,2025,66529
9988,2025,190373
11054,2025,189163
10488,2025,157346
10654,2025,178475
11264,2025,105731
9082,2025,126226
9382,2025,69909
9384,2025,192643
9386,2025,63682
11974,2025,240478
11622,2025,70700
11798,2025,54847
10956,2025,68086
8878,2025,67332
11842,2025,74164
6340,2025,66893
9718,2025,108583
9528,2025,88278
9504,2025,538206
11776,2025,220851
10700,2025,112278
10278,2025,126016
7274,2025,73640
10890,2025,56674
7430,2025,66672
11660,2025,54777
8725,2025,53254
8577,2025,129985
11084,2025,107432
11852,2025,94339
11986,2025,260464
12052,2025,160478
7632,2025,71861
9888,2025,68000
11252,2025,139990
10400,2025,223881
2781,2025,104653
8669,2025,180447
10854,2025,71123
8121,2025,53715
10454,2025,130327
9472,2025,61642
9740,2025,54431
11194,2025,207166
8365,2025,70417
12091,2025,385081
11284,2025,69644
10718,2025,968359
8240,2025,145332
10228,2025,665286
10106,2025,51479
10656,2025,60938
9732,2025,508131
10440,2025,839236
11726,2025,415492
9836,2025,59884
8896,2025,79629
12022,2025,2910985
10284,2025,195836
10268,2025,145448
3145,2025,147475
12112,2025,57407
5825,2025,152397
10864,2025,190593
11378,2025,1216248
11140,2025,304111
9118,2025,186159
2968,2025,101035
9192,2025,141161
11412,2025,135677
11454,2025,67275
8455,2025,54373
9398,2025,81988
10650,2025,479056
11294,2025,304429
9228,2025,285819
10222,2025,52373
9638,2025,123695
9756,2025,109924
9254,2025,65943
11204,2025,85015
9216,2025,82223
11298,2025,348058
10978,2025,435368
7974,2025,53899
9584,2025,72143
8906,2025,203928
11444,2025,210323
3202,2025,251353
8413,2025,76992
10080,2025,129211
10332,2025,54426
11724,2025,71625
9432,2025,289951
9980,2025,180413
9200,2025,132640
8685,2025,436199
11522,2025,85503
11546,2025,113590
11640,2025,127066
6842,2025,174803
8597,2025,58865
9268,2025,82290
11138,2025,120675
10176,2025,91609
10406,2025,93006
10204,2025,80434
7287,2025,381738
11600,2025,52095
11306,2025,27563372
10672,2025,72611
11966,2025,344468
11062,2025,167020
11946,2025,84967
9628,2025,71703
9674,2025,101902
11004,2025,110905
9604,2025,85642
9620,2025,125597
10508,2025,298077
10358,2025,973970
10594,2025,315905
9300,2025,2686949
10944,2025,135068
10914,2025,110464
8485,2025,163813
8926,2025,95215
9592,2025,718364
10114,2025,212569
10428,2025,136148
9848,2025,64916
10688,2025,58601
10558,2025,183468
11926,2025,94833
9420,2025,247503
10732,2025,67840
11502,2025,239163
10238,2025,383983
3962,2025,62932
11344,2025,132443
11714,2025,353473
12105,2025,72862
9302,2025,125431
11684,2025,374644
11788,2025,234399
4133,2025,57528
10254,2025,235153
11832,2025,186884
12034,2025,70739
5296,2025,66062
10910,2025,850645
8924,2025,61404
3028,2025,252377
8701,2025,195133
10388,2025,426922
9410,2025,1777172
5324,2025,50261
4217,2025,76490
8461,2025,132547
8848,2025,124501
11700,2025,7500208
10532,2025,65923
11200,2025,72168
10226,2025,95805
10434,2025,52266
11910,2025,136483
9158,2025,55942
9738,2025,4376259
9550,2025,226814
10050,2025,95660
8692,2025,295189
11102,2025,58465
10990,2025,4867000
9978,2025,509748
9898,2025,134250
9376,2025,250137
8791,2025,115676
10876,2025,59649
8749,2025,91214
11586,2025,64715
11164,2025,84403
11894,2025,96504
10786,2025,66885
11550,2025,89544
6376,2025,70419
10728,2025,60350
10826,2025,74408
11694,2025,82866
9446,2025,618465
10642,2025,126327
10696,2025,873169
10478,2025,147417
4815,2025,59383
11526,2025,110354
6797,2025,71602
11334,2025,219701
9056,2025,63860
11892,2025,67265
8677,2025,61560
11542,2025,449860
11202,2025,68248
9882,2025,397886
8770,2025,78461
10818,2025,313994
4670,2025,56439
6045,2025,1993292
10482,2025,132208
10458,2025,98251
9224,2025,1062992
9970,2025,93324
11624,2025,202016
8875,2025,112404
6722,2025,57171
6506,2025,62525
2282,2025,216013
8916,2025,151756
7602,2025,68890
11656,2025,73655
10180,2025,61874
6947,2025,53004
10578,2025,129482
11342,2025,111948
11310,2025,882089
8114,2025,55921
11114,2025,480263
10468,2025,596613
10442,2025,98962
11056,2025,135001
7235,2025,94884
8782,2025,101553
11104,2025,87159
7798,2025,175860
9062,2025,309856
10040,2025,149755
11070,2025,1349827
10418,2025,71263
10354,2025,79435
11670,2025,87498
10408,2025,158488
10844,2025,65312
10858,2025,545983
10686,2025,186811
9688,2025,95351
10886,2025,91884
11022,2025,99606
10496,2025,151204
11506,2025,113684
11518,2025,323492
10762,2025,821445
12070,2025,410213
8710,2025,57316
10736,2025,84389
10116,2025,124145
10288,2025,110987
6232,2025,62108
9344,2025,135154
9654,2025,181633
8842,2025,62808
8773,2025,51485
9708,2025,72955
11498,2025,133559
8740,2025,85026
9632,2025,543709
10958,2025,174044
9234,2025,73511
12060,2025,332559
11556,2025,88577
11610,2025,428137
11878,2025,288590
7352,2025,69068
9886,2025,62721
9004,2025,432064
10516,2025,107296
5378,2025,55218
10138,2025,61703
10410,2025,51090
10004,2025,50262
9488,2025,184045
11588,2025,596451
8198,2025,113678
11552,2025,1137670
9880,2025,75569
11132,2025,99665
9692,2025,361540
9846,2025,495819
5210,2025,211352
12100,2025,174725
8317,2025,109580
9502,2025,82052
11346,2025,132791
10674,2025,70253
10884,2025,60610
8785,2025,136825
11932,2025,61426
8324,2025,115777
11922,2025,68516
11644,2025,483361
3872,2025,56787
11482,2025,198342
8649,2025,71898
8922,2025,56992
10974,2025,69440
11230,2025,145016
11222,2025,117067
9672,2025,95251
11848,2025,166379
6992,2025,73532
10156,2025,673406
11808,2025,78959
9658,2025,81872
11686,2025,132177
8589,2025,89536
11366,2025,230968
10712,2025,64852
12108,2025,160390
11706,2025,51403
11338,2025,74783
11666,2025,173619
11980,2025,63670
8994,2025,66400
11462,2025,233463
8617,2025,452500
11538,2025,637502
12104,2025,56180
6812,2025,251202
10800,2025,151488
8527,2025,50769
11240,2025,259680
10318,2025,158263
9468,2025,106057
10404,2025,195003
9444,2025,59796
8758,2025,129858
7339,2025,333938
11744,2025,91289
8633,2025,89295
10502,2025,129930
11688,2025,98084
12042,2025,52130
10722,2025,457288
9396,2025,704917
11778,2025,405454
10550,2025,76401
10048,2025,188977
11760,2025,751156
3258,2025,217789
10862,2025,56232
11472,2025,77800
12050,2025,234182
8918,2025,64035
11806,2025,208964
10272,2025,115814
11758,2025,127324
8722,2025,166216
10794,2025,63249
10262,2025,1448955
11658,2025,84269
9912,2025,3472980
3579,2025,137173
8142,2025,85832
9264,2025,794234
11474,2025,267066
9894,2025,222713
11234,2025,80475
11604,2025,104424
11418,2025,89097
10838,2025,77721
6268,2025,143540
11384,2025,423386
7417,2025,66897
9460,2025,192550
7967,2025,92219
11536,2025,505098
8023,2025,60020
9922,2025,173391
5735,2025,53978
9716,2025,77149
9602,2025,53017
9012,2025,74416
11784,2025,62579
7365,2025,52290
8247,2025,58266
10024,2025,77234
10026,2025,678632
11796,2025,510984
11170,2025,113284
11782,2025,998519
7034,2025,265293
10092,2025,803706
12085,2025,52862
11272,2025,74740
9544,2025,278673
8437,2025,61061
8988,2025,70721
9100,2025,90526
10218,2025,52364
11868,2025,307246
12092,2025,116423
7131,2025,144646
11470,2025,64025
11328,2025,155337
10100,2025,100182
12107,2025,94761
11024,2025,92174
11914,2025,117592
8767,2025,473959
9230,2025,124035
9830,2025,854575
10510,2025,70803
8827,2025,78077
9806,2025,199728
11262,2025,112928
11076,2025,597681
3419,2025,199602
10020,2025,142491
10790,2025,412341
10382,2025,86716
9908,2025,86116
9278,2025,392568
9448,2025,56334
9294,2025,190744
9466,2025,94857
11236,2025,105992
9248,2025,51434
11630,2025,153499
9416,2025,55719
10692,2025,122800
6410,2025,166501
8401,2025,56173
11280,2025,66616
11388,2025,208840
10618,2025,189691
10000,2025,89866
9726,2025,1087088
8940,2025,92952
9656,2025,342989
9250,2025,51245
11320,2025,324576
9336,2025,76696
8892,2025,173008
10066,2025,189704
9034,2025,113875
7391,2025,50537
12014,2025,128000
2205,2025,75426
1528,2025,270372
1322,2025,134196
150,2025,506476
10082,2025,85327
2508,2025,67951
8928,2025,54098
10146,2025,63965
9406,2025,65749
10756,2025,95537
11816,2025,101875
8296,2025,3228117
2126,2025,164964
1968,2025,118584
10322,2025,233694
9554,2025,63419
9072,2025,61834
10178,2025,379135
10710,2025,215043
10744,2025,265318
8884,2025,102016
10528,2025,272386
7903,2025,52450
7222,2025,68920
9258,2025,527161
7789,2025,164294
11406,2025,218861
9842,2025,90323
10592,2025,211103
10860,2025,67019
8681,2025,95514
9542,2025,71081
11746,2025,242478
4559,2025,2272104
10216,2025,62192
9754,2025,96205
9616,2025,137442
9538,2025,92214
9784,2025,135536
9782,2025,102115
11374,2025,77640
11144,2025,179588
10916,2025,56138
10866,2025,662696
10904,2025,249589
10304,2025,219014
11296,2025,108179
11414,2025,288654
7196,2025,600101
7736,2025,94695
3366,2025,216372
6917,2025,59600
9208,2025,146389
8984,2025,108564
9914,2025,107810
9126,2025,51771
11032,2025,55187
10870,2025,244825
12058,2025,140569
11468,2025,81573
11098,2025,172921
10902,2025,96540
10356,2025,163850
10986,2025,133083
9776,2025,519410
10214,2025,70707
10232,2025,635212
10200,2025,331469
10054,2025,83984
9194,2025,53480
9314,2025,96171
11562,2025,82482
10486,2025,323702
5909,2025,154598
11742,2025,354151
10828,2025,520239
7622,2025,88331
11668,2025,232858
6782,2025,140082
11398,2025,718050
8974,2025,53897
8851,2025,945174
10922,2025,93579
9018,2025,184380
9722,2025,132140
9324,2025,55862
10374,2025,79074
9872,2025,95215
10586,2025,144920
8716,2025,96930
10524,2025,190944
11128,2025,94232
9734,2025,74629
9458,2025,179284
12030,2025,362290
10952,2025,113555
10648,2025,61245
9650,2025,267732
10330,2025,286355
10294,2025,176411
9014,2025,66063
10706,2025,139644
8845,2025,152197
5056,2025,126366
8561,2025,142740
11060,2025,83165
10968,2025,74498
4448,2025,235932
8894,2025,90269
9812,2025,99631
10600,2025,987615
9834,2025,195708
9496,2025,81129
9378,2025,146617
10202,2025,209665
9944,2025,50282
10530,2025,62813
7571,2025,58471
7960,2025,78049
8890,2025,60038
9936,2025,94396
11396,2025,147962
11906,2025,416469
10368,2025,68831
10186,2025,53400
10556,2025,80023
7895,2025,151506
8900,2025,766243
