id,year,value
4372,2000,80443
7089,2000,160626
5824,2000,74154
2782,2000,130340
20499,2000,51388
7465,2000,62776
1971,2000,75516
5377,2000,323282
5404,2000,568637
6751,2000,192154
4989,2000,237138
5295,2000,62348
2908,2000,123067
20570,2000,53089
5087,2000,87655
20457,2000,67428
21022,2000,61406
992,2000,69562
7143,2000,56140
6631,2000,87528
4742,2000,79941
20865,2000,51511
20526,2000,76071
7559,2000,79662
6006,2000,1381808
6425,2000,557212
5908,2000,57865
7429,2000,85026
4814,2000,53167
3578,2000,181747
4484,2000,385981
7621,2000,464104
7260,2000,74498
2969,2000,180264
3825,2000,279824
6213,2000,136349
4885,2000,61937
6473,2000,202984
7103,2000,140392
5686,2000,160207
5562,2000,201037
6120,2000,125977
6409,2000,96150
6646,2000,70120
20569,2000,67288
3203,2000,88623
6553,2000,87289
4521,2000,134424
20553,2000,63726
20524,2000,68007
20864,2000,55214
7312,2000,215416
5948,2000,154846
20566,2000,65248
6082,2000,530081
20478,2000,75944
7156,2000,64989
5637,2000,95680
3029,2000,295641
5888,2000,101700
6901,2000,78241
6976,2000,62061
3314,2000,181741
7548,2000,272884
6303,2000,211491
6676,2000,96293
1803,2000,126189
5780,2000,181942
4669,2000,357227
20539,2000,178202
472,2000,189977
5267,2000,65283
2129,2000,50276
1624,2000,61032
6931,2000,268948
2207,2000,68378
6044,2000,100018
5987,2000,70830
616,2000,52815
6505,2000,144170
3420,2000,83352
5662,2000,162421
6357,2000,122020
2510,2000,532721
7611,2000,93384
2716,2000,532729
7591,2000,166224
7570,2000,75648
4216,2000,117547
1888,2000,191325
7525,2000,232654
21024,2000,51691
7581,2000,64870
4447,2000,77553
5350,2000,92168
5537,2000,282273
6158,2000,1629118
7005,2000,67058
7117,2000,67564
7061,2000,78972
20544,2000,68920
6601,2000,171412
4410,2000,163003
5485,2000,341996
6441,2000,95289
6946,2000,74924
3472,2000,79453
5239,2000,328045
7338,2000,163364
6841,2000,179799
3631,2000,73128
6537,2000,92598
7221,2000,727293
5758,2000,352720
7286,2000,99790
7681,2000,58376
319,2000,258180
6177,2000,110920
3778,2000,54718
20485,2000,63971
5118,2000,70188
6025,2000,89986
27,2000,122012
832,2000,125858
1286,2000,223464
421,2000,201912
1178,2000,115504
264,2000,300996
566,2000,183685
1681,2000,443679
96,2000,319602
21081,2000,53797
1590,2000,359253
20356,2000,64337
704,2000,1651096
950,2000,66571
1494,2000,106800
1392,2000,340601
1770,2000,71267
1266,2000,533357
226,2000,69936
1157,2000,1122132
1372,2000,213295
531,2000,184031
385,2000,76941
1042,2000,60884
1572,2000,67256
1755,2000,340585
1474,2000,62196
1665,2000,64827
55,2000,71549
672,2000,73541
1264,2000,156722
1752,2000,1032385
529,2000,80314
802,2000,63690
383,2000,51909
2317,2000,120681
2542,2000,63079
2241,2000,375797
1370,2000,58719
321,2000,66323
157,2000,55302
648,2000,730718
197,2000,1451665
1248,2000,61444
505,2000,188880
904,2000,134101
357,2000,65501
1354,2000,1036387
1021,2000,187933
1136,2000,111908
781,2000,65827
82,2000,168082
20952,2000,56539
20790,2000,54827
409,2000,394936
553,2000,70267
251,2000,79451
574,2000,64283
4309,2000,67710
8380,2000,100844
21104,2000,51216
7469,2000,58483
2738,2000,52083
7066,2000,323857
5305,2000,244944
4385,2000,85370
8446,2000,555333
6292,2000,81274
5000,2000,84524
8452,2000,136477
4347,2000,69060
6590,2000,142268
7038,2000,67340
6430,2000,65738
6966,2000,71562
4682,2000,157329
8434,2000,54423
782,2000,54375
5033,2000,78589
7445,2000,63689
6398,2000,63692
5522,2000,65612
7238,2000,67975
4062,2000,90381
6921,2000,80726
7906,2000,82019
7355,2000,69641
6202,2000,94677
6033,2000,276289
6364,2000,67802
7802,2000,3463546
4497,2000,1739761
5547,2000,76622
4826,2000,82620
6666,2000,151891
1023,2000,145053
6574,2000,81278
6071,2000,52956
7433,2000,97380
5833,2000,879502
8124,2000,110025
8545,2000,73484
4608,2000,67821
8166,2000,127010
1138,2000,53598
8398,2000,95990
8488,2000,316702
7121,2000,1170647
2532,2000,568342
7173,2000,56578
3841,2000,69068
8159,2000,262573
5957,2000,282053
8061,2000,53037
8524,2000,55260
8482,2000,210931
3331,2000,222049
5066,2000,80472
8047,2000,52595
5897,2000,90690
7655,2000,95817
5767,2000,291184
4230,2000,98038
7517,2000,73870
8194,2000,57473
8257,2000,228083
7890,2000,85951
8005,2000,78938
1994,2000,95317
8187,2000,63557
6741,2000,122269
7766,2000,75162
7493,2000,53828
2152,2000,588748
6446,2000,2049764
1828,2000,62728
7685,2000,146903
2671,2000,121356
7368,2000,56665
7949,2000,53317
4460,2000,75494
8299,2000,70188
7970,2000,98761
6510,2000,52174
8320,2000,405506
4718,2000,52503
7010,2000,459945
7552,2000,52193
6494,2000,57292
8285,2000,2548631
2803,2000,206001
6786,2000,277170
7394,2000,267609
8458,2000,94514
4862,2000,1226089
8068,2000,211558
6147,2000,288025
8222,2000,52511
4645,2000,116138
7712,2000,79764
5876,2000,62088
4571,2000,51589
3596,2000,66135
8341,2000,167534
5597,2000,207363
7186,2000,119432
8019,2000,191674
7921,2000,79514
8313,2000,185362
7928,2000,61597
1912,2000,62775
6876,2000,150113
7645,2000,53932
8110,2000,65099
6801,2000,91818
6542,2000,59483
7316,2000,58358
7748,2000,67327
7160,2000,77927
5277,2000,79789
5360,2000,63951
6478,2000,59189
7563,2000,141852
6621,2000,56470
7381,2000,57767
3384,2000,55081
6462,2000,92142
8173,2000,122889
6711,2000,348699
8550,2000,790061
8208,2000,172976
7942,2000,405946
7290,2000,369868
6220,2000,137093
6090,2000,83733
7694,2000,68195
6996,2000,70945
7024,2000,235020
8271,2000,75428
5441,2000,59648
4423,2000,434025
7739,2000,70241
6128,2000,55862
2928,2000,229900
8138,2000,100983
8494,2000,795323
1250,2000,51421
1356,2000,1354813
4188,2000,108851
7956,2000,78313
3976,2000,324421
5387,2000,169119
6526,2000,60155
7212,2000,112407
7225,2000,65236
7784,2000,267908
8404,2000,176418
8054,2000,73205
8506,2000,785596
8075,2000,121342
5917,2000,474551
5495,2000,82383
6756,2000,58389
5622,2000,56271
6771,2000,117431
3543,2000,53091
6238,2000,70862
1649,2000,58487
8512,2000,65649
7914,2000,103203
7730,2000,54703
4534,2000,149694
7199,2000,87058
8410,2000,82543
7108,2000,97317
5572,2000,266888
7407,2000,71312
8103,2000,278327
7991,2000,203802
7675,2000,55591
6861,2000,290593
7541,2000,62331
6310,2000,84079
6328,2000,53879
5647,2000,229919
5995,2000,1667894
506,2000,279195
7529,2000,73630
7329,2000,98401
7457,2000,247072
4105,2000,156759
5855,2000,114292
8535,2000,2989642
8033,2000,52015
7847,2000,81222
8012,2000,194843
6636,2000,423026
196,2000,186451
6891,2000,144807
5789,2000,150228
3887,2000,98214
7935,2000,8416754
2382,2000,100907
7147,2000,67898
8374,2000,2593460
3164,2000,69361
8470,2000,68008
4897,2000,62710
6906,2000,59028
3932,2000,182610
2867,2000,72954
2306,2000,174683
8264,2000,62456
3437,2000,58741
7505,2000,908658
8026,2000,1405599
7574,2000,398713
6109,2000,60575
5976,2000,194379
6606,2000,80669
7793,2000,161278
8386,2000,71152
6166,2000,81213
8082,2000,99992
7094,2000,515943
6014,2000,129669
20963,2000,51029
6681,2000,167146
5468,2000,316509
7264,2000,64361
7838,2000,66819
7420,2000,937488
7303,2000,16702008
6274,2000,53074
6846,2000,68575
7625,2000,230088
20939,2000,54070
8292,2000,92599
5249,2000,54470
7775,2000,683020
8040,2000,88653
8089,2000,98468
3106,2000,67789
3794,2000,57012
7977,2000,54332
6951,2000,57723
3747,2000,61646
4754,2000,54820
6558,2000,225348
6184,2000,451022
7984,2000,60216
3221,2000,67880
6696,2000,51154
2603,2000,115655
5937,2000,315748
7595,2000,96738
8229,2000,863640
8117,2000,183057
8518,2000,94734
7882,2000,371642
4967,2000,64307
5720,2000,67421
20941,2000,56568
1067,2000,117781
20803,2000,67750
20421,2000,63645
21086,2000,53283
269,2000,86776
424,2000,338650
569,2000,135185
20955,2000,57226
835,2000,67178
100,2000,918660
706,2000,117066
1180,2000,268196
21083,2000,53681
952,2000,77879
219,2000,69943
378,2000,397127
918,2000,58654
2744,2000,70665
2160,2000,73149
1259,2000,105197
1748,2000,878214
1150,2000,74091
2465,2000,89777
433,2000,50945
279,2000,354241
1186,2000,93845
841,2000,51686
1399,2000,64992
1073,2000,54963
204,2000,108943
32,2000,56167
478,2000,164747
1331,2000,53237
1225,2000,1137147
756,2000,84836
328,2000,67226
2248,2000,59180
1761,2000,233991
1481,2000,259815
3396,2000,67690
2941,2000,119742
237,2000,94190
813,2000,1454511
1273,2000,57435
2171,2000,88667
1578,2000,61946
2092,2000,151982
2753,2000,386948
3060,2000,132298
3343,2000,90057
3450,2000,154768
1165,2000,62426
682,2000,187689
2013,2000,119668
69,2000,98967
20824,2000,54212
395,2000,61657
3233,2000,330786
2400,2000,52859
1671,2000,57730
3288,2000,69142
3001,2000,162075
3177,2000,71708
1850,2000,54403
2880,2000,164036
20451,2000,56763
1050,2000,118630
3503,2000,71011
2548,2000,52890
3659,2000,51881
1379,2000,64483
3609,2000,121961
2324,2000,1578631
1008,2000,73995
2454,2000,61912
2735,2000,57386
1126,2000,497506
2529,2000,56661
1546,2000,401903
1238,2000,144531
2600,2000,70910
4146,2000,176529
2668,2000,374086
3435,2000,60101
2379,2000,172476
766,2000,70478
2303,2000,266020
3792,2000,297433
1639,2000,77600
3645,2000,2117518
3044,2000,63349
3594,2000,85054
3218,2000,202944
3488,2000,452721
3161,2000,149832
4103,2000,334678
1819,2000,167629
3885,2000,57833
4060,2000,66545
2227,2000,58975
1903,2000,154041
20814,2000,57193
3974,2000,62814
2985,2000,96545
4189,2000,67546
632,2000,317605
2925,2000,3793456
4017,2000,77003
341,2000,1182567
4,2000,185890
2149,2000,190632
2067,2000,513734
564,2000,719191
254,2000,59107
2945,2000,183813
3181,2000,99507
2884,2000,100194
2328,2000,81346
2252,2000,57654
822,2000,84912
1938,2000,85672
1172,2000,54097
552,2000,96316
1279,2000,95827
2096,2000,95355
2623,2000,50571
1487,2000,54772
2479,2000,107241
1385,2000,192063
1583,2000,65268
407,2000,796563
252,2000,121639
2404,2000,158337
2821,2000,77677
356,2000,265718
22,2000,161093
504,2000,121258
1910,2000,74703
2669,2000,134352
1554,2000,466810
647,2000,102201
1737,2000,84063
2530,2000,72736
195,2000,194657
780,2000,195156
2865,2000,73493
3045,2000,109587
903,2000,54775
3104,2000,110045
3220,2000,114574
2736,2000,197775
1247,2000,69872
21093,2000,64194
2380,2000,5305308
2455,2000,173260
2926,2000,199719
2986,2000,109961
1020,2000,738287
9862,2000,215827
8170,2000,142460
1427,2000,271360
1885,2000,51106
4335,2000,69892
1216,2000,53763
9286,2000,196109
8135,2000,181072
11130,2000,56940
8289,2000,98719
9210,2000,62440
10118,2000,99974
11614,2000,153220
10022,2000,92632
8904,2000,317156
11708,2000,54208
20649,2000,60772
10246,2000,224809
8219,2000,164012
9296,2000,58550
10824,2000,74929
11168,2000,533438
10522,2000,254674
10224,2000,1305666
9188,2000,370271
11026,2000,60576
11952,2000,169541
10188,2000,132264
9476,2000,921795
11124,2000,62508
11190,2000,249395
11532,2000,70164
8058,2000,155259
9060,2000,65286
20567,2000,60898
315,2000,88889
7772,2000,70160
9174,2000,57896
10032,2000,62381
9016,2000,299481
11018,2000,122369
9074,2000,74362
8713,2000,61184
8665,2000,77459
9684,2000,96516
8857,2000,113327
10798,2000,292022
8419,2000,68406
10476,2000,105567
4596,2000,227694
10514,2000,117838
9794,2000,57347
9340,2000,162726
6962,2000,182689
9124,2000,1055181
9660,2000,59553
7170,2000,800807
9730,2000,58108
21028,2000,66521
10730,2000,104807
5847,2000,309225
10500,2000,76313
5486,2000,1065311
11372,2000,71795
4258,2000,320599
8212,2000,319638
9288,2000,75362
8970,2000,119743
8776,2000,383119
10580,2000,477128
9020,2000,9635380
10740,2000,166574
12016,2000,243357
9608,2000,143084
8538,2000,63637
9704,2000,87784
10812,2000,621350
10360,2000,612410
10448,2000,82493
8914,2000,248562
6358,2000,81415
11156,2000,277959
9582,2000,607703
7442,2000,67722
9998,2000,272941
8764,2000,225309
9892,2000,127844
9334,2000,249026
10698,2000,137565
11110,2000,58760
10574,2000,83540
11528,2000,142069
9564,2000,146973
10076,2000,137249
9242,2000,58492
9236,2000,120745
10244,2000,344845
7526,2000,81786
12062,2000,221203
20875,2000,58143
7652,2000,148265
9576,2000,447899
10872,2000,155509
9982,2000,163272
10878,2000,183813
21030,2000,59513
10982,2000,98058
9948,2000,2967619
10112,2000,716172
10880,2000,94739
9720,2000,125405
5988,2000,117738
2433,2000,303618
10370,2000,69699
12086,2000,194077
9774,2000,105455
10164,2000,94500
8497,2000,87076
10738,2000,125068
9006,2000,184628
9906,2000,101522
10588,2000,2694511
8958,2000,229901
11652,2000,559522
11616,2000,146157
10028,2000,102238
11608,2000,201628
21191,2000,51120
10444,2000,112512
9750,2000,136484
9182,2000,524824
11514,2000,1661068
9596,2000,516759
21187,2000,63669
11800,2000,4212863
12072,2000,76310
10240,2000,66305
6394,2000,60021
9492,2000,50741
8585,2000,108110
9176,2000,247730
9292,2000,69080
6602,2000,5486750
20914,2000,65816
8473,2000,179031
7918,2000,102179
4851,2000,82193
8093,2000,199591
10562,2000,111949
11902,2000,622541
11266,2000,106525
11020,2000,80667
9580,2000,264227
10036,2000,85477
11044,2000,95725
9282,2000,100513
20766,2000,85754
9934,2000,108043
11002,2000,231065
11108,2000,94499
10582,2000,228149
9064,2000,676390
9762,2000,105078
9802,2000,124289
8803,2000,105461
11232,2000,168078
11750,2000,60729
11764,2000,61831
8833,2000,5282353
12099,2000,74692
6522,2000,134083
11634,2000,75623
11512,2000,106344
7454,2000,253346
11148,2000,359774
9932,2000,103725
11886,2000,1066926
9442,2000,104293
11380,2000,141200
9342,2000,140295
11814,2000,77656
9552,2000,93461
8998,2000,90410
11416,2000,184133
7780,2000,71671
10006,2000,86117
8254,2000,59935
12028,2000,60528
21178,2000,55057
8809,2000,53955
5663,2000,103370
6159,2000,70424
6214,2000,264727
8719,2000,97752
10452,2000,2214453
12111,2000,61766
9648,2000,53406
10132,2000,144780
10802,2000,727725
9046,2000,60415
11308,2000,73719
9876,2000,170484
9522,2000,163872
11430,2000,299808
10932,2000,190930
11866,2000,55879
9218,2000,83661
9184,2000,310379
10250,2000,263015
7709,2000,1311771
10328,2000,63990
20908,2000,66914
10306,2000,130765
20920,2000,63428
21131,2000,50272
6932,2000,83441
7144,2000,58225
6426,2000,112639
7754,2000,145293
11332,2000,78159
20884,2000,55613
8800,2000,599957
8830,2000,178084
8543,2000,77360
11936,2000,58946
9890,2000,147948
9434,2000,81790
21212,2000,50500
9514,2000,109370
4297,2000,63277
10230,2000,96809
11058,2000,65233
11672,2000,129702
20910,2000,56612
11490,2000,52303
6827,2000,519544
9646,2000,462116
11064,2000,149662
11120,2000,78866
8946,2000,192713
11804,2000,61686
10010,2000,162326
5759,2000,107999
12044,2000,199049
11510,2000,81407
5240,2000,124042
9120,2000,62685
10992,2000,145059
9104,2000,204504
7090,2000,113895
9350,2000,70975
9852,2000,91576
8282,2000,81194
10908,2000,143811
10716,2000,89230
10390,2000,73908
10840,2000,114700
11198,2000,108962
9622,2000,65370
10834,2000,168016
5538,2000,501290
10172,2000,73232
9816,2000,75130
11180,2000,54852
9968,2000,116944
5868,2000,282822
12048,2000,146195
20767,2000,66799
11448,2000,294496
11410,2000,129431
10280,2000,69824
11864,2000,260505
10104,2000,275685
10130,2000,55484
11228,2000,69244
20540,2000,62013
11458,2000,125158
10008,2000,65766
6304,2000,210904
10792,2000,216159
9926,2000,158564
12103,2000,95777
20660,2000,74043
20693,2000,60867
9594,2000,246204
7006,2000,150987
11268,2000,158299
9438,2000,308849
20386,2000,61693
10748,2000,85215
10680,2000,397393
11324,2000,79185
9742,2000,77493
10350,2000,96401
9052,2000,175343
9436,2000,75238
9994,2000,69090
8383,2000,67855
9988,2000,177059
11054,2000,150208
10488,2000,165673
10654,2000,168903
11264,2000,78294
9082,2000,158930
9382,2000,63512
9384,2000,174202
9386,2000,68693
11974,2000,118534
20711,2000,59169
10956,2000,54430
8878,2000,72055
6340,2000,68110
9718,2000,92649
9528,2000,74593
9504,2000,271174
11776,2000,161504
10700,2000,97075
10278,2000,139611
7274,2000,76427
10890,2000,71396
7430,2000,75045
20398,2000,61021
8577,2000,112084
11084,2000,99548
11852,2000,65548
11986,2000,193684
12052,2000,182786
7632,2000,67535
9888,2000,84079
11252,2000,119914
10400,2000,123364
2781,2000,64706
8669,2000,190455
10454,2000,165952
9472,2000,58715
9740,2000,55513
11194,2000,240237
8365,2000,71879
12091,2000,331180
20678,2000,64123
11284,2000,63127
10718,2000,989304
8240,2000,191409
10228,2000,746888
21057,2000,57045
21207,2000,70945
9732,2000,586921
10440,2000,684584
11726,2000,207770
9836,2000,56230
8896,2000,81277
12022,2000,2505190
10284,2000,204263
10268,2000,157494
3145,2000,131060
5825,2000,150794
20881,2000,61708
10864,2000,189549
11378,2000,610928
20609,2000,57105
11140,2000,138708
9118,2000,155434
2968,2000,78778
9192,2000,117369
11412,2000,84047
11454,2000,76735
10650,2000,227019
11294,2000,190056
9228,2000,103142
10222,2000,65444
9638,2000,88607
9756,2000,84403
9254,2000,53151
11204,2000,66583
9216,2000,59831
11298,2000,219728
10978,2000,227226
8906,2000,182701
11444,2000,136186
8413,2000,106906
10080,2000,151021
11724,2000,54942
9432,2000,168808
9980,2000,163475
9200,2000,102537
8685,2000,326103
11522,2000,72779
11546,2000,132756
6842,2000,210444
8597,2000,52615
9268,2000,76088
11138,2000,91333
10176,2000,71166
10406,2000,117051
10204,2000,110926
7287,2000,296779
11600,2000,62596
11306,2000,18970258
10672,2000,77623
11966,2000,208017
11062,2000,179877
11946,2000,65898
21175,2000,57640
9628,2000,60771
9674,2000,69979
11004,2000,127079
9604,2000,71635
9620,2000,154596
20896,2000,60050
10508,2000,276907
10358,2000,945599
10594,2000,150020
9300,2000,1996447
10944,2000,131790
8485,2000,107071
8926,2000,108405
9592,2000,341083
10114,2000,221511
10428,2000,153482
9848,2000,75836
10688,2000,57574
10558,2000,222363
11926,2000,110462
9420,2000,139141
10732,2000,87188
11502,2000,264245
10238,2000,381936
3962,2000,60879
11344,2000,134930
11714,2000,253611
12105,2000,67452
9302,2000,117959
11684,2000,252090
11788,2000,181913
4133,2000,57755
21180,2000,53299
10254,2000,208725
11832,2000,118950
12034,2000,69424
5296,2000,56065
10910,2000,571294
3028,2000,177023
8701,2000,128773
10388,2000,230360
9410,2000,998495
4217,2000,76853
8461,2000,106332
8848,2000,96278
11700,2000,4964897
10532,2000,51513
11200,2000,71454
10226,2000,109045
10434,2000,53051
21177,2000,50460
11910,2000,57192
9738,2000,3475651
9550,2000,142410
21169,2000,50709
10050,2000,114944
8692,2000,391475
11102,2000,54408
10990,2000,3019019
9978,2000,565407
9898,2000,140743
9376,2000,102220
8791,2000,130793
8749,2000,83436
11586,2000,57362
11164,2000,88056
11894,2000,64032
10786,2000,69058
11550,2000,76113
20389,2000,73169
6376,2000,72087
10728,2000,97282
10826,2000,100137
9446,2000,320518
10642,2000,137535
10696,2000,847697
10478,2000,136462
4815,2000,52639
11526,2000,69208
6797,2000,67577
11334,2000,175188
20912,2000,53918
21039,2000,50003
9056,2000,60236
8677,2000,57969
11542,2000,248218
9882,2000,370284
8770,2000,56019
10818,2000,110178
4670,2000,56641
6045,2000,1434647
10482,2000,195159
10458,2000,130940
9224,2000,868046
9970,2000,90538
11624,2000,53690
21054,2000,55756
8875,2000,101928
6722,2000,78307
2282,2000,162153
8916,2000,131180
11656,2000,54493
10180,2000,63000
6947,2000,70489
10578,2000,143643
11310,2000,453027
21199,2000,51162
8114,2000,58949
11114,2000,285853
10468,2000,503144
10442,2000,115264
11056,2000,109895
8782,2000,96352
11104,2000,74374
7798,2000,137217
9062,2000,133304
10040,2000,180302
11070,2000,913677
20545,2000,61714
10418,2000,75647
10354,2000,71399
10408,2000,165147
10858,2000,389336
10686,2000,283821
9688,2000,66277
10886,2000,72799
11022,2000,130840
10496,2000,137374
11506,2000,124604
11518,2000,204365
10762,2000,951358
12070,2000,312958
8710,2000,51380
10736,2000,83806
10116,2000,101801
21194,2000,50480
10288,2000,111939
20756,2000,62069
6232,2000,64120
9344,2000,113037
9654,2000,187666
8773,2000,107563
9708,2000,77486
11498,2000,117094
8740,2000,80960
9632,2000,260192
10958,2000,146779
9234,2000,75199
12060,2000,232316
11556,2000,73565
11610,2000,233149
11878,2000,222919
7352,2000,59915
9886,2000,62119
9004,2000,326426
10516,2000,111822
5378,2000,60694
10410,2000,67254
20894,2000,60976
10004,2000,52228
9488,2000,186255
11588,2000,313440
8198,2000,79380
11552,2000,655341
9880,2000,93993
11132,2000,89977
9692,2000,262154
20765,2000,63236
9846,2000,473975
5210,2000,236617
12100,2000,135607
8317,2000,104611
9502,2000,50084
11346,2000,74625
10674,2000,93033
10884,2000,72501
8785,2000,126934
8324,2000,80301
11922,2000,72377
11644,2000,356023
3872,2000,56323
11482,2000,175273
8649,2000,85151
8922,2000,74236
10974,2000,72302
11230,2000,120430
11222,2000,93256
9672,2000,81139
11848,2000,103004
20400,2000,51045
21163,2000,58480
6992,2000,91568
10156,2000,565081
11808,2000,111720
9658,2000,80869
11686,2000,73527
8589,2000,78563
11366,2000,257954
10712,2000,79741
12108,2000,115213
20391,2000,66655
11706,2000,64141
11666,2000,188177
8994,2000,58446
11462,2000,215559
8617,2000,460127
11538,2000,367142
6812,2000,337399
10800,2000,102306
8527,2000,69716
11240,2000,306026
10318,2000,211100
9468,2000,122350
10404,2000,200531
9444,2000,102820
8758,2000,117977
7339,2000,319033
11744,2000,116305
8633,2000,65495
10502,2000,135368
11688,2000,54781
12042,2000,52120
10722,2000,270468
9396,2000,603096
11778,2000,210146
10550,2000,84304
10048,2000,94633
11760,2000,409203
3258,2000,164404
10862,2000,71661
12050,2000,176453
11806,2000,155791
10272,2000,159519
11758,2000,97336
8722,2000,146101
10262,2000,1566178
9912,2000,2592756
3579,2000,139440
8142,2000,111382
9264,2000,469886
11474,2000,194236
9894,2000,157142
11234,2000,81334
11604,2000,99777
11418,2000,108098
10838,2000,65349
6268,2000,170092
11384,2000,304941
20870,2000,50509
7417,2000,70182
9460,2000,111666
7967,2000,111657
11536,2000,324070
8023,2000,55489
9922,2000,217203
5735,2000,52197
9716,2000,85513
9602,2000,52458
9012,2000,63526
7365,2000,62103
8247,2000,62454
20922,2000,54442
20377,2000,56292
10024,2000,82514
10026,2000,958154
11796,2000,361976
11170,2000,121664
11782,2000,491143
7034,2000,340023
10092,2000,684944
11272,2000,66135
