iso3c,date,gdp_growth
BTN,1980,1.57
BTN,1979,1.3
BTN,1978,3.53
BTN,1977,4.28
BTN,1976,5.3
BTN,1975,-6.55
BTN,1974,1.64
BTN,1973,-1.93
BTN,1972,-2.22
BTN,1971,-0.76
BOL,2024,-2.47
BOL,2023,1.12
BOL,2022,2.55
BOL,2021,8.91
BOL,2020,-13.79
BOL,2019,0.09
BOL,2018,1.4
BOL,2017,2.68
BOL,2016,2.72
BOL,2015,3.28
BOL,2014,3.84
BOL,2013,5.13
BOL,2012,3.45
BOL,2011,3.51
BOL,2010,2.43
BOL,2009,1.65
BOL,2008,4.37
BOL,2007,2.79
BOL,2006,3.03
BOL,2005,2.68
BOL,2004,2.44
BOL,2003,1.01
BOL,2002,0.79
BOL,2001,-0.02
BOL,2000,0.76
BOL,1999,-1.31
BOL,1998,3.19
BOL,1997,3.08
BOL,1996,2.45
BOL,1995,2.72
BOL,1994,2.66
BOL,1993,2.22
BOL,1992,-0.41
BOL,1991,3.1
BOL,1990,2.46
BOL,1989,1.62
BOL,1988,0.75
BOL,1987,0.32
BOL,1986,-4.6
BOL,1985,-3.73
BOL,1984,-2.31
BOL,1983,-6.09
BOL,1982,-6.01
BOL,1981,-1.92
BOL,1980,-3.56
BOL,1979,-2.12
BOL,1978,-0.26
BOL,1977,2.58
BOL,1976,2.25
BOL,1975,4.91
BOL,1974,0.64
BOL,1973,3.39
BOL,1972,5.57
BOL,1971,2.73
BOL,1970,2.9
BOL,1969,2.16
BOL,1968,6.15
BOL,1967,4.01
BOL,1966,4.88
BOL,1965,2.7
BOL,1964,1.78
BOL,1963,4.59
BOL,1962,3.42
BOL,1961,0.02
BIH,2024,3.65
BIH,2023,2.63
BIH,2022,5.53
BIH,2021,9.19
BIH,2020,-1.66
BIH,2019,4.16
BIH,2018,5.11
BIH,2017,4.58
BIH,2016,4.6
BIH,2015,5.66
BIH,2014,2.46
BIH,2013,4.03
BIH,2012,1.12
BIH,2011,2.84
BIH,2010,2.67
BIH,2009,-1.31
BIH,2008,7.2
BIH,2007,7.17
BIH,2006,6.28
BIH,2005,5.03
BIH,2004,7.29
BIH,2003,4.1
BIH,2002,4.81
BIH,2001,1.94
BIH,2000,4.67
BIH,1999,8.44
BIH,1998,14.59
BIH,1997,31.78
BIH,1996,47.85
BIH,1995,16.28
BIH,1994,16.47
BIH,1993,6.09
BIH,1992,-1.49
BIH,1991,-9.55
BWA,2024,-4.56
BWA,2023,1.53
BWA,2022,3.82
BWA,2021,10.26
BWA,2020,-10.03
BWA,2019,1.58
BWA,2018,2.72
BWA,2017,2.65
BWA,2016,5.69
BWA,2015,-6.2
BWA,2014,4.17
BWA,2013,9.44
BWA,2012,-1.83
BWA,2011,4.76
BWA,2010,7.82
BWA,2009,-15.9
BWA,2008,1.2
BWA,2007,3.76
BWA,2006,6.36
BWA,2005,2.7
BWA,2004,0.92
BWA,2003,2.8
BWA,2002,4.09
BWA,2001,-1.79
BWA,2000,-0.16
BWA,1999,7.32
BWA,1998,-1.76
BWA,1997,5.86
BWA,1996,3.27
BWA,1995,4.26
BWA,1994,0.8
BWA,1993,-0.96
BWA,1992,0.06
BWA,1991,4.57
BWA,1990,3.88
BWA,1989,9.96
BWA,1988,15.94
BWA,1987,8.29
BWA,1986,4.57
BWA,1985,3.47
BWA,1984,4.79
BWA,1983,9.16
BWA,1982,7.8
BWA,1981,5.41
BWA,1980,7.72
BWA,1979,5.62
BWA,1978,7.65
BWA,1977,6.26
BWA,1976,5.09
BWA,1975,3.19
BWA,1974,3.55
BWA,1973,15.73
BWA,1972,21.91
BWA,1971,23.69
BWA,1970,16.47
BWA,1969,14.52
BWA,1968,9.99
BWA,1967,5.37
BWA,1966,5.75
BWA,1965,4.27
BWA,1964,4.32
BWA,1963,3.47
BWA,1962,4.25
BWA,1961,3.97
BRA,2024,3
BRA,2023,2.83
BRA,2022,2.65
BRA,2021,4.32
BRA,2020,-3.84
BRA,2019,0.56
BRA,2018,1.09
BRA,2017,0.59
BRA,2016,-4.01
BRA,2015,-4.31
BRA,2014,-0.3
BRA,2013,2.17
BRA,2012,1.1
BRA,2011,3.13
BRA,2010,6.63
BRA,2009,-1.02
BRA,2008,4.09
BRA,2007,5
BRA,2006,2.87
BRA,2005,2.08
BRA,2004,4.57
BRA,2003,-0.05
BRA,2002,1.78
BRA,2001,0.08
BRA,2000,2.96
BRA,1999,-0.98
BRA,1998,-1.14
BRA,1997,1.87
BRA,1996,0.67
BRA,1995,2.63
BRA,1994,4.21
BRA,1993,3.24
BRA,1992,-2.19
BRA,1991,-0.69
BRA,1990,-6.04
BRA,1989,1.28
BRA,1988,-1.95
BRA,1987,1.5
BRA,1986,5.3
BRA,1985,5.58
BRA,1984,3.12
BRA,1983,-5.07
BRA,1982,-1.44
BRA,1981,-6.45
BRA,1980,6.65
BRA,1979,4.25
BRA,1978,2.49
BRA,1977,2.46
BRA,1976,7.66
BRA,1975,2.69
BRA,1974,5.59
BRA,1973,11.24
BRA,1972,9.25
BRA,1971,8.65
BRA,1970,7.7
BRA,1969,6.79
BRA,1968,7.02
BRA,1967,1.48
BRA,1966,3.82
BRA,1965,-0.45
BRA,1964,0.45
BRA,1963,-2.32
BRA,1962,3.47
BRA,1961,5.37
BRN,2024,3.2
BRN,2023,0.34
BRN,2022,-2.42
BRN,2021,-2.53
BRN,2020,0.07
BRN,2019,2.73
BRN,2018,-1.1
BRN,2017,0.11
BRN,2016,-3.7
BRN,2015,-1.68
BRN,2014,-3.81
BRN,2013,-3.47
BRN,2012,-0.62
BRN,2011,1.91
BRN,2010,0.81
BRN,2009,-3.72
BRN,2008,-5.66
BRN,2007,-5.38
BRN,2006,2.46
BRN,2005,-1.68
BRN,2004,-1.68
BRN,2003,1.63
BRN,2002,1.9
BRN,2001,-0.64
BRN,2000,1.25
BRN,1999,1.97
BRN,1998,-8.76
BRN,1997,3.88
BRN,1996,-2.4
BRN,1995,-1.13
BRN,1994,-1.54
BRN,1993,-3.19
BRN,1992,-5.72
BRN,1991,0.05
BRN,1990,-0.26
BRN,1989,-5.53
BRN,1988,-4.42
BRN,1987,-1.13
BRN,1986,-8.57
BRN,1985,-6.13
BRN,1984,-5.57
BRN,1983,-2.83
BRN,1982,-0.89
BRN,1981,-24.76
BRN,1980,-12.47
BRN,1979,20.52
BRN,1978,3.59
BRN,1977,6.25
BRN,1976,16.78
BRN,1975,-4.05
BGR,2024,3.47
BGR,2023,1.97
BGR,2022,4.76
BGR,2021,8.55
BGR,2020,-2.16
BGR,2019,5.27
BGR,2018,3.74
BGR,2017,4.12
BGR,2016,4.37
BGR,2015,4.72
BGR,2014,2.18
BGR,2013,1.48
BGR,2012,1.33
BGR,2011,2.75
BGR,2010,2.23
BGR,2009,-2.72
BGR,2008,6.88
BGR,2007,7.44
BGR,2006,7.62
BGR,2005,7.87
BGR,2004,7.32
BGR,2003,6.07
BGR,2002,8.2
BGR,2001,5.91
BGR,2000,5.11
BGR,1999,-7.88
BGR,1998,4.48
BGR,1997,-13.59
BGR,1996,5.75
BGR,1995,3.36
BGR,1994,2.16
BGR,1993,-0.69
BGR,1992,-6.27
BGR,1991,-7.53
BGR,1990,-7.46
BGR,1989,-2.15
BGR,1988,10.82
BGR,1987,5.9
BGR,1986,4.24
BGR,1985,2.68
BGR,1984,3.15
BGR,1983,3.17
BGR,1982,2.03
BGR,1981,4.55
BFA,2024,2.47
BFA,2023,0.69
BFA,2022,-0.69
BFA,2021,4.43
BFA,2020,-0.44
BFA,2019,3.24
BFA,2018,3.77
BFA,2017,3.22
BFA,2016,2.9
BFA,2015,0.89
BFA,2014,1.27
BFA,2013,2.67
BFA,2012,3.29
BFA,2011,3.52
BFA,2010,5.32
BFA,2009,0
BFA,2008,2.74
BFA,2007,1
BFA,2006,2.99
BFA,2005,5.3
BFA,2004,1.24
BFA,2003,4.49
BFA,2002,1.18
BFA,2001,3.41
BFA,2000,-1.11
BFA,1999,4.29
BFA,1998,4.38
BFA,1997,3.61
BFA,1996,8.21
BFA,1995,3.04
BFA,1994,-1.21
BFA,1993,0.92
BFA,1992,-2.21
BFA,1991,6.34
BFA,1990,-3.19
BFA,1989,-0.53
BFA,1988,2.99
BFA,1987,-2.93
BFA,1986,4.95
BFA,1985,5.43
BFA,1984,-4.57
BFA,1983,-2.46
BFA,1982,6.58
BFA,1981,1.45
BFA,1980,-1.87
BFA,1979,1.01
BFA,1978,2.03
BFA,1977,-1.94
BFA,1976,6.24
BFA,1975,0.94
BFA,1974,6.26
BFA,1973,-1.33
BFA,1972,0.56
BFA,1971,-0.32
BFA,1970,-1.62
BFA,1969,0.28
BFA,1968,1.32
BFA,1967,7.02
BFA,1966,-1.1
BFA,1965,2.12
BFA,1964,0.72
BFA,1963,-2.73
BFA,1962,4.59
BFA,1961,2.55
BDI,2024,1.46
BDI,2023,0.48
BDI,2022,-0.41
BDI,2021,0.46
BDI,2020,-2.57
BDI,2019,1.08
BDI,2018,2.21
BDI,2017,1.42
BDI,2016,1.44
BDI,2015,-2.64
BDI,2014,0.77
BDI,2013,1.22
BDI,2012,0.76
BDI,2011,0.37
BDI,2010,0.29
BDI,2009,-1.34
BDI,2008,0.67
BDI,2007,-0.31
BDI,2006,1.68
BDI,2005,-2.78
BDI,2004,1
BDI,2003,-4.3
BDI,2002,1.54
BDI,2001,-0.47
BDI,2000,-2.9
BDI,1999,-3.35
BDI,1998,2.77
BDI,1997,-1.58
BDI,1996,-8.06
BDI,1995,-13.27
BDI,1994,-4.45
BDI,1993,-3.24
BDI,1992,-1.65
BDI,1991,2.85
BDI,1990,1.36
BDI,1989,-0.62
BDI,1988,2.73
BDI,1987,3.12
BDI,1986,1.33
BDI,1985,9.39
BDI,1984,-2.24
BDI,1983,0.97
BDI,1982,-3.49
BDI,1981,7.68
BDI,1980,-3.16
BDI,1979,-0.83
BDI,1978,-3.76
BDI,1977,8.64
BDI,1976,5.55
BDI,1975,-1.77
BDI,1974,-3.18
BDI,1973,7.04
BDI,1972,-6.4
BDI,1971,0.28
BDI,1970,18.72
BDI,1969,-3.58
BDI,1968,-2.65
BDI,1967,10.97
BDI,1966,2.12
BDI,1965,1.13
BDI,1964,3.29
BDI,1963,1.96
BDI,1962,6.33
BDI,1961,-15.9
CPV,2024,6.72
CPV,2023,4.28
CPV,2022,15.15
CPV,2021,6.63
CPV,2020,-20.89
CPV,2019,6.8
CPV,2018,3.6
CPV,2017,4.48
CPV,2016,4.25
CPV,2015,0.92
CPV,2014,0.68
CPV,2013,0.58
CPV,2012,0.98
CPV,2011,3.59
CPV,2010,1.11
CPV,2009,-2.43
CPV,2008,5.94
CPV,2007,13.9
CPV,2006,6.75
CPV,2005,5.65
CPV,2004,8.82
CPV,2003,2.78
CPV,2002,3.73
CPV,2001,0.68
CPV,2000,12.57
CPV,1999,9.55
CPV,1998,10.73
CPV,1997,9.27
CPV,1996,9.39
CPV,1995,12.06
CPV,1994,16.78
CPV,1993,6.4
CPV,1992,8.45
CPV,1991,-1.01
CPV,1990,-1.35
CPV,1989,4.12
CPV,1988,4.53
CPV,1987,2.85
CPV,1986,1.43
CPV,1985,7.12
CPV,1984,2.31
CPV,1983,7.92
CPV,1982,1.32
CPV,1981,6.95
KHM,2024,4.68
KHM,2023,3.67
KHM,2022,3.74
KHM,2021,1.58
KHM,2020,-4.96
KHM,2019,6.58
KHM,2018,7.43
KHM,2017,6.59
KHM,2016,6.34
KHM,2015,5.65
KHM,2014,6.41
KHM,2013,6.26
KHM,2012,6.05
KHM,2011,5.67
KHM,2010,3.45
KHM,2009,2.45
KHM,2008,5.86
KHM,2007,8.78
KHM,2006,9.32
KHM,2005,11.66
KHM,2004,7.86
KHM,2003,8.63
KHM,2002,4.64
KHM,2001,5.73
KHM,2000,8.26
KHM,1999,10.8
KHM,1998,0.45
KHM,1997,-2.91
KHM,1996,-1.78
KHM,1995,1.35
KHM,1994,-39.2
KHM,1993,-1.98
KHM,1992,1.4
KHM,1991,3.22
KHM,1990,-2.97
KHM,1989,-0.35
KHM,1988,7.8
KHM,1987,16.49
KHM,1986,-0.19
KHM,1985,1.23
KHM,1984,1.18
KHM,1983,0.73
KHM,1982,-2.79
KHM,1981,-1.56
KHM,1980,-7.68
KHM,1979,-10.72
KHM,1978,8.77
KHM,1977,-7.66
KHM,1976,7.28
CMR,2024,0.85
CMR,2023,0.65
CMR,2022,1.05
CMR,2021,0.63
CMR,2020,-2.43
CMR,2019,0.64
CMR,2018,1.12
CMR,2017,0.65
CMR,2016,1.46
CMR,2015,2.4
CMR,2014,2.57
CMR,2013,2.09
CMR,2012,1.72
CMR,2011,0.5
CMR,2010,0
CMR,2009,-0.32
CMR,2008,-0.05
CMR,2007,1.44
CMR,2006,1
CMR,2005,-0.55
CMR,2004,4.15
CMR,2003,2.62
CMR,2002,1.71
CMR,2001,1.62
CMR,2000,1.13
CMR,1999,1.78
CMR,1998,1.99
CMR,1997,1.79
CMR,1996,1.45
CMR,1995,0.11
CMR,1994,-0.94
CMR,1993,-10.52
CMR,1992,-5.84
CMR,1991,-6.57
CMR,1990,-8.83
CMR,1989,-4.65
CMR,1988,-10.53
CMR,1987,-5.08
CMR,1986,3.6
CMR,1985,4.89
CMR,1984,4.53
CMR,1983,4.7
CMR,1982,4.99
CMR,1981,13.04
CMR,1980,-5.1
CMR,1979,3.1
CMR,1978,18.72
CMR,1977,10.84
CMR,1976,-7.99
CMR,1975,8.18
CMR,1974,7.7
CMR,1973,2.5
CMR,1972,-0.08
CMR,1971,0.75
CMR,1970,0.43
CMR,1969,2.27
CMR,1968,3.77
CMR,1967,-13
CMR,1966,2.24
CMR,1965,-0.24
CMR,1964,1.29
CMR,1963,1.5
CMR,1962,1.12
CMR,1961,-0.37
CAN,2024,-1.41
CAN,2023,-1.38
CAN,2022,2.33
CAN,2021,5.37
CAN,2020,-6.06
CAN,2019,0.43
CAN,2018,1.28
CAN,2017,1.81
CAN,2016,-0.1
CAN,2015,-0.11
CAN,2014,1.85
CAN,2013,1.25
CAN,2012,0.66
CAN,2011,2.14
CAN,2010,1.95
CAN,2009,-4.02
CAN,2008,-0.09
CAN,2007,1.06
CAN,2006,1.6
CAN,2005,2.24
CAN,2004,2.14
CAN,2003,0.9
CAN,2002,1.89
CAN,2001,0.77
CAN,2000,4.16
CAN,1999,4.29
CAN,1998,3.03
CAN,1997,3.25
CAN,1996,0.63
CAN,1995,1.63
CAN,1994,3.36
CAN,1993,1.54
CAN,1992,-0.3
CAN,1991,-3.3
CAN,1990,-1.3
CAN,1989,0.52
CAN,1988,3.07
CAN,1987,2.71
CAN,1986,1.11
CAN,1985,3.78
CAN,1984,4.9
CAN,1983,1.55
CAN,1982,-4.31
CAN,1981,2.15
CAN,1980,0.87
CAN,1979,2.7
CAN,1978,2.71
CAN,1977,2.33
CAN,1976,4.51
CAN,1975,0.07
CAN,1974,1.92
CAN,1973,5.43
CAN,1972,4.3
CAN,1971,1
CAN,1970,1.49
CAN,1969,3.65
CAN,1968,3.33
CAN,1967,1.23
CAN,1966,4.79
CAN,1965,4.41
CAN,1964,4.66
CAN,1963,3.35
CAN,1962,5.45
CAN,1961,1.12
CYM,2023,3.72
CYM,2022,3.58
CYM,2021,2.74
CYM,2020,-6.83
CYM,2019,1.78
CYM,2018,2.04
CYM,2017,0.89
CYM,2016,0.85
CYM,2015,0.36
CYM,2014,0.09
CYM,2013,-1.34
CYM,2012,-1.48
CYM,2011,-1.57
CYM,2010,-5.38
CYM,2009,-9.79
CYM,2008,-3.21
CYM,2007,0.14
CAF,2024,-1.89
CAF,2023,-0.36
CAF,2022,0.73
CAF,2021,-0.71
CAF,2020,-0.74
CAF,2019,1.72
CAF,2018,1.98
CAF,2017,2.79
CAF,2016,2.88
CAF,2015,4.2
CAF,2014,0.5
CAF,2013,-36.82
CAF,2012,4.01
CAF,2011,2.55
CAF,2010,5.47
CAF,2009,9.31
CAF,2008,-0.1
CAF,2007,2.61
CAF,2006,2.65
CAF,2005,-1.35
CAF,2004,3.73
CAF,2003,-7.63
CAF,2002,1.38
CAF,2001,2.17
CAF,2000,-5.13
CAF,1999,0.8
CAF,1998,1.9
CAF,1997,2.45
CAF,1996,-6.46
CAF,1995,4.32
CAF,1994,1.68
CAF,1993,-2.81
CAF,1992,-9.35
CAF,1991,-3.62
CAF,1990,-5.14
CAF,1989,-0.59
CAF,1988,0.03
CAF,1987,-6.18
CAF,1986,2.27
CAF,1985,2.64
CAF,1984,8.15
CAF,1983,-9.21
CAF,1982,6.47
CAF,1981,-2.65
CAF,1980,-5.52
CAF,1979,-3.5
CAF,1978,0.15
CAF,1977,2.74
CAF,1976,3.88
CAF,1975,-1.53
CAF,1974,4.31
CAF,1973,-0.04
CAF,1972,-1.94
CAF,1971,-0.95
CAF,1970,0.09
CAF,1969,4.67
CAF,1968,-0.85
CAF,1967,2.41
CAF,1966,-1.47
CAF,1965,-1.11
CAF,1964,0.05
CAF,1963,-2.63
CAF,1962,-5.54
CAF,1961,3
TCD,2024,-0.83
TCD,2023,-0.67
TCD,2022,0.59
TCD,2021,-3.1
TCD,2020,-3.51
TCD,2019,2.04
TCD,2018,2.25
TCD,2017,-4.82
TCD,2016,-7.09
TCD,2015,0.07
TCD,2014,-1.52
TCD,2013,-0.77
TCD,2012,5.3
TCD,2011,0.87
TCD,2010,9.81
TCD,2009,-4.87
TCD,2008,-0.46
TCD,2007,0.67
TCD,2006,-4.06
TCD,2005,12.7
TCD,2004,27.81
TCD,2003,10.23
TCD,2002,4.78
TCD,2001,7.95
TCD,2000,-4.25
TCD,1999,-4.11
TCD,1998,3.33
TCD,1997,2.07
TCD,1996,-2.21
TCD,1995,-3.13
TCD,1994,7.63
TCD,1993,-17.67
TCD,1992,3.51
TCD,1991,4.64
TCD,1990,-6.79
TCD,1989,1.39
TCD,1988,11.64
TCD,1987,-5.75
TCD,1986,-6.91
TCD,1985,20.57
TCD,1984,0.71
TCD,1983,10.09
TCD,1982,0.51
TCD,1981,0.92
TCD,1980,-6.26
TCD,1979,-23.08
TCD,1978,-2.27
TCD,1977,0.34
TCD,1976,0.94
TCD,1975,6.69
TCD,1974,2.58
TCD,1973,-10.51
TCD,1972,-1.08
TCD,1971,-4.29
TCD,1970,-0.24
TCD,1969,4.75
TCD,1968,-2.4
TCD,1967,-1.17
TCD,1966,-3.71
TCD,1965,-1.38
TCD,1964,-4.47
TCD,1963,-3.58
TCD,1962,3.25
TCD,1961,-0.63
CHI,2023,3.42
CHI,2022,5.04
CHI,2021,9.6
CHI,2020,-9.22
CHI,2019,1.15
CHI,2018,0.74
CHI,2017,1.54
CHI,2016,0.95
CHI,2015,-0.07
CHI,2014,1.83
CHI,2013,-0.13
CHI,2012,-6.38
CHI,2011,0.44
CHI,2010,-4.28
CHL,2024,2.09
CHL,2023,-0.02
CHL,2022,1.65
CHL,2021,10.82
CHL,2020,-6.98
CHL,2019,-0.96
CHL,2018,2.15
CHL,2017,-0.24
CHL,2016,0.53
CHL,2015,1.11
CHL,2014,0.78
CHL,2013,2.33
CHL,2012,5.14
CHL,2011,5.18
CHL,2010,4.79
CHL,2009,-2.11
CHL,2008,2.76
CHL,2007,4.14
CHL,2006,5.02
CHL,2005,4.79
CHL,2004,5.6
CHL,2003,3.63
CHL,2002,2.07
CHL,2001,1.97
CHL,2000,3.72
CHL,1999,-1.52
CHL,1998,2.84
CHL,1997,5.96
CHL,1996,5.61
CHL,1995,7.67
CHL,1994,3.51
CHL,1993,5.04
CHL,1992,9.72
CHL,1991,5.98
CHL,1990,1.89
CHL,1989,8.56
CHL,1988,5.62
CHL,1987,5.06
CHL,1986,3.78
CHL,1985,1.99
CHL,1984,2.44
CHL,1983,-6.33
CHL,1982,-12.78
CHL,1981,5.16
CHL,1980,6.59
CHL,1979,6.84
CHL,1978,6.41
CHL,1977,9.46
CHL,1976,2.01
CHL,1975,-13.64
CHL,1974,-0.34
CHL,1973,-6.56
CHL,1972,-2.32
CHL,1971,7.77
CHL,1970,-0.01
CHL,1969,2.32
CHL,1968,1.77
CHL,1967,1.74
CHL,1966,9.41
CHL,1965,-1.23
CHL,1964,0.46
CHL,1963,3.58
CHL,1962,1.82
CHL,1961,3.35
CHN,2024,5.11
CHN,2023,5.52
CHN,2022,3.15
CHN,2021,8.47
CHN,2020,2.1
CHN,2019,5.69
CHN,2018,6.26
CHN,2017,6.25
CHN,2016,6.17
CHN,2015,6.36
CHN,2014,6.79
CHN,2013,7.06
CHN,2012,7.13
CHN,2011,8.86
CHN,2010,10.06
CHN,2009,8.86
CHN,2008,9.11
CHN,2007,13.56
CHN,2006,12.05
CHN,2005,10.8
CHN,2004,9.48
CHN,2003,9.43
CHN,2002,8.51
CHN,2001,7.53
CHN,2000,7.73
CHN,1999,6.81
CHN,1998,6.89
CHN,1997,8.17
CHN,1996,8.83
CHN,1995,9.83
CHN,1994,11.8
CHN,1993,12.63
CHN,1992,12.91
CHN,1991,7.88
CHN,1990,2.43
CHN,1989,2.62
CHN,1988,9.45
CHN,1987,9.85
CHN,1986,7.33
CHN,1985,11.9
CHN,1984,13.73
CHN,1983,9.14
CHN,1982,7.46
CHN,1981,3.77
CHN,1980,6.49
CHN,1979,6.17
CHN,1978,9.85
CHN,1977,6.11
CHN,1976,-3.08
CHN,1975,6.82
CHN,1974,0.22
CHN,1973,5.33
CHN,1972,1.29
CHN,1971,4.16
CHN,1970,16.05
CHN,1969,13.78
CHN,1968,-6.57
CHN,1967,-8.16
CHN,1966,7.61
CHN,1965,14.2
CHN,1964,15.47
CHN,1963,7.62
CHN,1962,-6.35
CHN,1961,-26.53
COL,2024,0.51
COL,2023,-0.41
COL,2022,6.19
COL,2021,9.59
COL,2020,-8.51
COL,2019,1.36
COL,2018,0.7
COL,2017,-0.1
COL,2016,1.08
COL,2015,2.07
COL,2014,3.57
COL,2013,4.14
COL,2012,2.88
COL,2011,5.81
COL,2010,3.31
COL,2009,-0.03
COL,2008,2.05
COL,2007,5.39
COL,2006,5.31
COL,2005,3.37
COL,2004,3.8
COL,2003,2.36
COL,2002,0.94
COL,2001,0.09
COL,2000,1.25
COL,1999,-5.85
COL,1998,-1.22
COL,1997,1.6
COL,1996,0.21
COL,1995,3.21
COL,1994,3.75
COL,1993,3.3
COL,1992,2
COL,1991,-0.03
COL,1990,2.15
COL,1989,1.31
COL,1988,1.95
COL,1987,3.23
COL,1986,3.66
COL,1985,0.9
COL,1984,0.99
COL,1983,-0.78
COL,1982,-1.36
COL,1981,-0.05
COL,1980,1.74
COL,1979,3.04
COL,1978,6.05
COL,1977,1.88
COL,1976,2.47
COL,1975,0.08
COL,1974,3.39
COL,1973,4.31
COL,1972,5.2
COL,1971,3.44
COL,1970,3.55
COL,1969,3.36
COL,1968,3.09
COL,1967,1.25
COL,1966,2.23
COL,1965,0.57
COL,1964,3.02
COL,1963,0.18
COL,1962,2.21
COL,1961,1.9
COM,2024,1.4
COM,2023,1.03
COM,2022,0.63
COM,2021,0
COM,2020,-2.13
COM,2019,-0.18
COM,2018,1.64
COM,2017,1.77
COM,2016,1.22
COM,2015,-0.97
COM,2014,-0.09
COM,2013,2.28
COM,2012,1.11
COM,2011,2.08
COM,2010,1.74
COM,2009,1.21
COM,2008,1.92
COM,2007,-1.19
COM,2006,-3.72
COM,2005,3.53
COM,2004,1.16
COM,2003,-0.01
COM,2002,2.41
COM,2001,3.27
COM,2000,-2.89
COM,1999,0.88
COM,1998,-1.68
COM,1997,2.63
COM,1996,-2.21
COM,1995,3.82
COM,1994,-5.67
COM,1993,0.69
COM,1992,5.15
COM,1991,-8.42
COM,1990,4.56
COM,1989,-3.53
COM,1988,2.17
COM,1987,-0.69
COM,1986,-0.73
COM,1985,-0.06
COM,1984,1.3
COM,1983,0.26
COM,1982,1.22
COM,1981,2.53
COD,2024,2.74
COD,2023,5.05
COD,2022,5.84
COD,2021,3.04
COD,2020,-2.42
COD,2019,-2.58
COD,2018,2.58
COD,2017,0.5
COD,2016,-3.1
COD,2015,2.9
COD,2014,3.72
COD,2013,5.96
COD,2012,5.1
COD,2011,4.12
COD,2010,4.46
COD,2009,-2.5
COD,2008,4.21
COD,2007,5.3
COD,2006,1.92
COD,2005,2.92
COD,2004,3.64
COD,2003,2.54
COD,2002,-0.15
COD,2001,-5.15
COD,2000,-9.85
COD,1999,-7.43
COD,1998,-4.26
COD,1997,-7.12
COD,1996,-2.91
COD,1995,-3.39
COD,1994,-8.34
COD,1993,-16.51
COD,1992,-13.47
COD,1991,-11.42
COD,1990,-9.62
COD,1989,-4.34
COD,1988,-2.7
COD,1987,-0.51
COD,1986,1.47
COD,1985,-2.81
COD,1984,2.07
COD,1983,-1.75
COD,1982,-3.4
COD,1981,-0.59
COD,1980,-0.96
COD,1979,-3.04
COD,1978,-8.24
COD,1977,-1.76
COD,1976,-7.73
COD,1975,-7.47
COD,1974,0.41
COD,1973,5.28
COD,1972,-2.47
COD,1971,3.15
COD,1970,-3.05
COD,1969,6.21
COD,1968,1.32
COD,1967,-3.83
COD,1966,3.77
COD,1965,-1.74
COD,1964,-5.02
COD,1963,2.46
COD,1962,18.08
COD,1961,-13.11
COG,2024,0.15
COG,2023,-0.53
COG,2022,-0.93
COG,2021,-1.37
COG,2020,-8.49
COG,2019,-1.28
COG,2018,-4.66
COG,2017,-7.86
COG,2016,-10.87
COG,2015,-1.98
COG,2014,4.1
COG,2013,-3.1
COG,2012,6.92
COG,2011,-1.06
COG,2010,5.47
COG,2009,7.26
COG,2008,2.87
COG,2007,-9.97
COG,2006,4.02
COG,2005,3.94
COG,2004,0
COG,2003,-1.97
COG,2002,2.14
COG,2001,-0.04
COG,2000,3.53
COG,1999,-5.18
COG,1998,1.48
COG,1997,-2.73
COG,1996,1.44
COG,1995,1.1
COG,1994,-8.25
COG,1993,-3.87
COG,1992,-0.25
COG,1991,-0.48
COG,1990,-1.84
COG,1989,-0.32
COG,1988,-1.14
COG,1987,-2.7
COG,1986,-9.55
COG,1985,-4.05
COG,1984,4.34
COG,1983,3.69
COG,1982,20.97
COG,1981,15.05
COG,1980,15.03
COG,1979,7.33
COG,1978,3.89
COG,1977,-11.1
COG,1976,-1.52
COG,1975,4.77
COG,1974,4.57
COG,1973,4.9
COG,1972,5.3
COG,1971,4.51
COG,1970,3.2
COG,1969,4.4
COG,1968,4.54
COG,1967,-0.77
COG,1966,-1.47
COG,1965,0.84
COG,1964,1.03
COG,1963,-6.56
COG,1962,2.48
COG,1961,5.59
CRI,2024,3.83
CRI,2023,4.62
CRI,2022,4.1
CRI,2021,7.39
CRI,2020,-4.93
CRI,2019,1.56
CRI,2018,1.69
CRI,2017,3.18
CRI,2016,3.16
CRI,2015,2.56
CRI,2014,2.43
CRI,2013,1.36
CRI,2012,3.67
CRI,2011,3.18
CRI,2010,4.06
CRI,2009,-2.19
CRI,2008,3.33
CRI,2007,6.76
CRI,2006,5.83
CRI,2005,2.48
CRI,2004,2.9
CRI,2003,2.73
CRI,2002,1.72
CRI,2001,1.65
CRI,2000,1.87
CRI,1999,2.08
CRI,1998,4.86
CRI,1997,3.12
CRI,1996,-1
CRI,1995,1.68
CRI,1994,1.98
CRI,1993,4.45
CRI,1992,6.47
CRI,1991,-0.3
CRI,1990,0.97
CRI,1989,3.04
CRI,1988,0.8
CRI,1987,2.03
CRI,1986,2.71
CRI,1985,-2.01
CRI,1984,5.09
CRI,1983,0.07
CRI,1982,-9.79
CRI,1981,-4.89
CRI,1980,-1.95
CRI,1979,2.14
CRI,1978,3.48
CRI,1977,6.08
CRI,1976,2.81
CRI,1975,-0.49
CRI,1974,2.89
CRI,1973,5
CRI,1972,5.4
CRI,1971,3.97
CRI,1970,4.6
CRI,1969,2.57
CRI,1968,5.34
CRI,1967,2.44
CRI,1966,3.58
