y,time,series
29.8,20.38,availability
29.9,20.55,availability
30,20.72,availability
30.1,20.88,availability
30.2,21.05,availability
30.3,21.22,availability
30.4,21.38,availability
30.5,21.55,availability
30.6,21.72,availability
30.7,21.88,availability
30.8,22.05,availability
30.9,22.22,availability
31,22.38,availability
31.1,22.55,availability
31.2,22.72,availability
31.3,22.88,availability
31.4,23.05,availability
31.5,23.22,availability
31.6,23.38,availability
31.7,23.55,availability
31.8,23.72,availability
31.9,23.88,availability
32,24.05,availability
32.1,24.22,availability
32.2,24.38,availability
32.3,24.55,availability
32.4,24.72,availability
32.5,24.88,availability
32.6,25.05,availability
32.7,25.22,availability
32.8,25.38,availability
32.9,25.55,availability
33,25.72,availability
33.1,25.88,availability
33.2,26.05,availability
33.3,26.22,availability
33.4,26.38,availability
33.5,26.55,availability
33.6,26.72,availability
33.7,26.88,availability
33.8,27.05,availability
33.9,27.22,availability
34,27.38,availability
34.1,27.55,availability
34.2,27.72,availability
34.3,27.88,availability
34.4,28.05,availability
34.5,28.22,availability
34.6,28.38,availability
34.7,28.55,availability
34.8,28.72,availability
34.9,28.88,availability
35,29.05,availability
35.1,29.22,availability
35.2,29.38,availability
35.3,29.55,availability
35.4,29.72,availability
35.5,29.88,availability
35.6,30.05,availability
35.7,30.22,availability
35.8,30.38,availability
35.9,30.55,availability
36,30.72,availability
36.1,30.88,availability
36.2,31.05,availability
36.3,31.22,availability
36.4,31.38,availability
36.5,31.55,availability
36.6,31.72,availability
36.7,31.88,availability
36.8,32.05,availability
36.9,32.22,availability
37,32.38,availability
37.1,32.55,availability
37.2,32.72,availability
37.3,32.88,availability
37.4,33.03,availability
37.5,33.17,availability
37.6,33.31,availability
37.7,33.45,availability
37.8,33.6,availability
37.9,33.74,availability
38,33.88,availability
38.1,34.03,availability
38.2,34.17,availability
38.3,34.31,availability
38.4,34.45,availability
38.5,34.6,availability
38.6,34.74,availability
38.7,34.88,availability
38.8,35.03,availability
38.9,35.17,availability
39,35.31,availability
39.1,35.45,availability
39.2,35.6,availability
39.3,35.74,availability
39.4,35.88,availability
39.5,36.03,availability
39.6,36.17,availability
39.7,36.31,availability
39.8,36.45,availability
39.9,36.6,availability
40,36.74,availability
40.1,36.88,availability
40.2,37.03,availability
40.3,37.17,availability
40.4,37.31,availability
40.5,37.45,availability
40.6,37.6,availability
40.7,37.74,availability
40.8,37.88,availability
40.9,38.03,availability
41,38.17,availability
41.1,38.31,availability
41.2,38.44,availability
41.3,38.56,availability
41.4,38.69,availability
41.5,38.81,availability
41.6,38.94,availability
41.7,39.06,availability
41.8,39.19,availability
41.9,39.31,availability
42,39.44,availability
42.1,39.56,availability
42.2,39.69,availability
42.3,39.81,availability
42.4,39.94,availability
42.5,40.06,availability
42.6,40.19,availability
42.7,40.31,availability
42.8,40.44,availability
42.9,40.56,availability
43,40.69,availability
43.1,40.81,availability
43.2,40.94,availability
43.3,41.06,availability
43.4,41.19,availability
43.5,41.31,availability
43.6,41.44,availability
43.7,41.56,availability
43.8,41.69,availability
43.9,41.81,availability
44,41.94,availability
44.1,42.06,availability
44.2,42.19,availability
44.3,42.31,availability
44.4,42.44,availability
44.5,42.56,availability
44.6,42.69,availability
44.7,42.81,availability
44.8,42.94,availability
44.9,43.06,availability
45,43.19,availability
45.1,43.31,availability
45.2,43.44,availability
45.3,43.56,availability
45.4,43.69,availability
45.5,43.81,availability
45.6,43.94,availability
45.7,44.06,availability
45.8,44.19,availability
45.9,44.31,availability
46,44.42,availability
46.1,44.53,availability
46.2,44.65,availability
46.3,44.76,availability
46.4,44.87,availability
46.5,44.98,availability
46.6,45.09,availability
46.7,45.2,availability
46.8,45.31,availability
46.9,45.42,availability
47,45.53,availability
47.1,45.65,availability
47.2,45.76,availability
47.3,45.87,availability
47.4,45.98,availability
47.5,46.09,availability
47.6,46.2,availability
47.7,46.31,availability
47.8,46.42,availability
47.9,46.53,availability
48,46.65,availability
48.1,46.76,availability
48.2,46.87,availability
48.3,46.98,availability
48.4,47.09,availability
48.5,47.2,availability
48.6,47.31,availability
48.7,47.42,availability
48.8,47.53,availability
48.9,47.65,availability
49,47.76,availability
49.1,47.87,availability
49.2,47.98,availability
49.3,48.09,availability
49.4,48.2,availability
49.5,48.31,availability
49.6,48.42,availability
49.7,48.53,availability
49.8,48.65,availability
49.9,48.76,availability
50,48.87,availability
50.1,48.98,availability
50.2,49.09,availability
50.3,49.2,availability
50.4,49.31,availability
50.5,49.42,availability
50.6,49.53,availability
50.7,49.65,availability
50.8,49.76,availability
50.9,49.87,availability
51,49.98,availability
51.1,50.09,availability
51.2,50.2,availability
51.3,50.31,availability
51.4,50.42,availability
51.5,50.53,availability
51.6,50.65,availability
51.7,50.76,availability
51.8,50.87,availability
51.9,50.98,availability
52,51.09,availability
52.1,51.2,availability
52.2,51.31,availability
52.3,51.42,availability
52.4,51.53,availability
52.5,51.65,availability
52.6,51.76,availability
52.7,51.87,availability
52.8,51.98,availability
52.9,52.09,availability
53,52.2,availability
53.1,52.31,availability
53.2,52.42,availability
53.3,52.53,availability
53.4,52.65,availability
53.5,52.76,availability
53.6,52.87,availability
53.7,52.98,availability
53.8,53.09,availability
53.9,53.2,availability
54,53.31,availability
54.1,53.42,availability
54.2,53.53,availability
54.3,53.65,availability
54.4,53.76,availability
54.5,53.87,availability
54.6,53.98,availability
54.7,54.09,availability
54.8,54.21,availability
54.9,54.34,availability
55,54.46,availability
55.1,54.59,availability
55.2,54.71,availability
55.3,54.84,availability
55.4,54.96,availability
55.5,55.09,availability
55.6,55.21,availability
55.7,55.34,availability
55.8,55.46,availability
55.9,55.59,availability
56,55.71,availability
56.1,55.84,availability
56.2,55.96,availability
56.3,56.09,availability
56.4,56.21,availability
56.5,56.34,availability
56.6,56.46,availability
56.7,56.59,availability
56.8,56.71,availability
56.9,56.84,availability
57,56.96,availability
57.1,57.09,availability
57.2,57.21,availability
57.3,57.34,availability
57.4,57.46,availability
57.5,57.59,availability
57.6,57.71,availability
57.7,57.84,availability
57.8,57.96,availability
57.9,58.09,availability
58,58.21,availability
58.1,58.34,availability
58.2,58.46,availability
58.3,58.59,availability
58.4,58.71,availability
58.5,58.84,availability
58.6,58.96,availability
58.7,59.09,availability
58.8,59.21,availability
58.9,59.34,availability
59,59.46,availability
59.1,59.59,availability
59.2,59.71,availability
59.3,59.84,availability
59.4,59.96,availability
59.5,60.09,availability
59.6,60.23,availability
59.7,60.38,availability
59.8,60.52,availability
59.9,60.66,availability
60,60.8,availability
60.1,60.95,availability
60.2,61.09,availability
60.3,61.23,availability
60.4,61.38,availability
60.5,61.52,availability
60.6,61.66,availability
60.7,61.8,availability
60.8,61.95,availability
60.9,62.09,availability
61,62.23,availability
61.1,62.38,availability
61.2,62.52,availability
61.3,62.66,availability
61.4,62.8,availability
61.5,62.95,availability
61.6,63.09,availability
61.7,63.23,availability
61.8,63.38,availability
61.9,63.52,availability
62,63.66,availability
62.1,63.8,availability
62.2,63.95,availability
62.3,64.09,availability
62.4,64.23,availability
62.5,64.38,availability
62.6,64.52,availability
62.7,64.68,availability
62.8,64.85,availability
62.9,65.02,availability
63,65.18,availability
63.1,65.35,availability
63.2,65.52,availability
63.3,65.68,availability
63.4,65.85,availability
63.5,66.02,availability
63.6,66.18,availability
63.7,66.35,availability
63.8,66.52,availability
63.9,66.68,availability
64,66.85,availability
64.1,67.02,availability
64.2,67.18,availability
64.3,67.35,availability
64.4,67.52,availability
64.5,67.68,availability
64.6,67.85,availability
64.7,68.02,availability
64.8,68.18,availability
64.9,68.35,availability
65,68.52,availability
65.1,68.68,availability
65.2,68.88,availability
65.3,69.08,availability
65.4,69.28,availability
65.5,69.48,availability
65.6,69.68,availability
65.7,69.88,availability
65.8,70.08,availability
65.9,70.28,availability
66,70.48,availability
66.1,70.68,availability
66.2,70.88,availability
66.3,71.08,availability
66.4,71.28,availability
66.5,71.48,availability
66.6,71.68,availability
66.7,71.88,availability
66.8,72.08,availability
66.9,72.28,availability
67,72.48,availability
67.1,72.68,availability
67.2,72.88,availability
67.3,73.08,availability
67.4,73.28,availability
67.5,73.48,availability
67.6,73.68,availability
67.7,73.93,availability
67.8,74.18,availability
67.9,74.43,availability
68,74.68,availability
68.1,74.93,availability
68.2,75.18,availability
68.3,75.43,availability
68.4,75.68,availability
68.5,75.93,availability
68.6,76.18,availability
68.7,76.43,availability
68.8,76.68,availability
68.9,76.93,availability
69,77.18,availability
69.1,77.43,availability
69.2,77.68,availability
69.3,77.93,availability
69.4,78.18,availability
69.5,78.43,availability
69.6,78.68,availability
69.7,78.93,availability
69.8,79.18,availability
69.9,79.43,availability
70,79.68,availability
70.1,79.93,availability
70.2,80.18,availability
70.3,80.52,availability
70.4,80.85,availability
70.5,81.18,availability
70.6,81.52,availability
70.7,81.85,availability
70.8,82.18,availability
70.9,82.52,availability
71,82.85,availability
71.1,83.18,availability
71.2,83.52,availability
71.3,83.85,availability
71.4,84.18,availability
71.5,84.52,availability
71.6,84.85,availability
71.7,85.18,availability
71.8,85.52,availability
71.9,85.85,availability
72,86.18,availability
72.1,86.52,availability
72.2,86.85,availability
72.3,87.18,availability
72.4,87.52,availability
72.5,87.85,availability
72.6,88.18,availability
72.7,88.52,availability
72.8,88.85,availability
72.9,89.18,availability
73,89.52,availability
73.1,89.85,availability
73.2,90.18,availability
73.3,90.52,availability
73.4,90.85,availability
73.5,91.18,availability
73.6,91.52,availability
73.7,91.85,availability
73.8,92.18,availability
73.9,92.52,availability
74,92.85,availability
74.1,93.35,availability
74.2,93.85,availability
74.3,94.35,availability
74.4,94.85,availability
74.5,95.35,availability
74.6,95.85,availability
74.7,96.35,availability
74.8,96.85,availability
74.9,97.35,availability
75,97.85,availability
75.1,98.35,availability
75.2,98.85,availability
75.3,99.35,availability
75.4,99.85,availability
75.5,100.35,availability
75.6,100.85,availability
75.7,101.35,availability
75.8,101.85,availability
75.9,102.35,availability
76,102.85,availability
76.1,103.35,availability
76.2,103.85,availability
76.3,104.35,availability
76.4,104.85,availability
76.5,105.35,availability
76.6,105.85,availability
76.7,106.35,availability
76.8,106.85,availability
76.9,107.35,availability
77,107.85,availability
77.1,108.35,availability
77.2,108.85,availability
77.3,109.35,availability
77.4,109.85,availability
77.5,110.35,availability
77.6,110.85,availability
77.7,111.35,availability
77.8,111.85,availability
77.9,112.35,availability
78,112.85,availability
78.1,113.35,availability
78.2,113.85,availability
78.3,114.35,availability
78.4,114.85,availability
78.5,115.35,availability
78.6,115.85,availability
78.7,116.35,availability
78.8,116.85,availability
78.9,117.35,availability
79,117.85,availability
79.1,118.35,availability
79.2,118.85,availability
79.3,119.35,availability
79.4,119.85,availability
79.5,120.35,availability
79.6,120.85,availability
79.7,121.35,availability
79.8,121.85,availability
79.9,122.35,availability
80,122.85,availability
80.1,123.35,availability
80.2,123.85,availability
80.3,124.35,availability
80.4,124.85,availability
80.5,125.35,availability
80.6,125.85,availability
80.7,126.35,availability
80.8,126.85,availability
80.9,127.35,availability
81,127.85,availability
81.1,128.35,availability
81.2,128.85,availability
81.3,129.35,availability
81.4,129.85,availability
81.5,130.35,availability
81.6,130.85,availability
81.7,131.35,availability
81.8,131.85,availability
81.9,132.35,availability
82,132.85,availability
82.1,133.35,availability
82.2,133.85,availability
82.3,134.35,availability
82.4,134.85,availability
82.5,135.35,availability
82.6,135.85,availability
82.7,136.35,availability
82.8,136.85,availability
82.9,137.35,availability
83,137.85,availability
83.1,138.35,availability
83.2,138.85,availability
83.3,139.35,availability
83.4,139.85,availability
83.5,140.35,availability
83.6,140.85,availability
83.7,141.35,availability
83.8,141.85,availability
83.9,142.35,availability
84,142.85,availability
84.1,143.35,availability
84.2,143.85,availability
84.3,144.35,availability
84.4,144.85,availability
84.5,145.35,availability
84.6,145.85,availability
84.7,146.35,availability
84.8,146.85,availability
84.9,147.35,availability
85,147.85,availability
85.1,148.35,availability
85.2,148.85,availability
85.3,149.35,availability
85.4,149.85,availability
85.5,150.35,availability
85.6,150.85,availability
85.7,151.35,availability
85.8,151.85,availability
85.9,152.35,availability
86,152.85,availability
86.1,153.35,availability
86.2,153.85,availability
86.3,154.35,availability
86.4,154.85,availability
86.5,155.35,availability
86.6,155.85,availability
86.7,156.35,availability
86.8,156.85,availability
86.9,157.35,availability
87,157.85,availability
87.1,158.35,availability
87.2,158.85,availability
87.3,159.35,availability
87.4,159.85,availability
87.5,160.35,availability
87.6,160.85,availability
87.7,161.35,availability
87.8,161.85,availability
87.9,162.35,availability
88,162.85,availability
88.1,163.35,availability
88.2,164.35,availability
88.3,165.35,availability
88.4,166.35,availability
88.5,167.35,availability
88.6,168.35,availability
88.7,169.35,availability
88.8,170.35,availability
88.9,171.35,availability
89,172.35,availability
89.1,173.35,availability
89.2,174.35,availability
89.3,175.35,availability
89.4,176.35,availability
89.5,177.35,availability
89.6,178.35,availability
89.7,179.35,availability
89.8,180.35,availability
89.9,181.35,availability
90,182.35,availability
90.1,183.35,availability
90.2,184.35,availability
90.3,185.35,availability
90.4,186.35,availability
90.5,187.35,availability
90.6,188.35,availability
90.7,189.35,availability
90.8,190.35,availability
90.9,191.35,availability
91,192.35,availability
91.1,193.35,availability
91.2,194.35,availability
91.3,195.35,availability
91.4,196.35,availability
91.5,197.35,availability
91.6,198.35,availability
91.7,199.35,availability
91.8,200.35,availability
91.9,201.35,availability
92,202.35,availability
92.1,203.35,availability
92.2,204.35,availability
92.3,205.35,availability
92.4,206.35,availability
92.5,207.35,availability
92.6,208.35,availability
92.7,209.35,availability
92.8,210.35,availability
92.9,211.35,availability
93,212.35,availability
93.1,213.35,availability
93.2,214.35,availability
93.3,215.35,availability
93.4,216.35,availability
93.5,217.35,availability
93.6,218.35,availability
93.7,219.35,availability
93.8,220.35,availability
93.9,221.35,availability
94,222.35,availability
94.1,223.35,availability
94.2,224.35,availability
94.3,225.35,availability
94.4,226.35,availability
94.5,227.35,availability
94.6,228.35,availability
94.7,229.35,availability
94.8,230.35,availability
94.9,231.35,availability
95,232.35,availability
95.1,233.35,availability
95.2,234.35,availability
95.3,235.35,availability
95.4,236.35,availability
95.5,237.35,availability
95.6,238.35,availability
95.7,239.35,availability
95.8,240.35,availability
95.9,241.35,availability
96,242.35,availability
96.1,243.35,availability
96.2,244.35,availability
96.3,245.35,availability
96.4,246.35,availability
96.5,247.35,availability
96.6,248.35,availability
96.7,249.35,availability
6.8,0,quality
6.9,0.5,quality
7,1,quality
7.1,1.5,quality
7.2,2,quality
7.3,2.5,quality
7.4,3,quality
7.5,3.5,quality
7.6,4,quality
7.7,4.5,quality
7.8,5,quality
7.9,5.5,quality
8,6,quality
8.1,6.5,quality
8.2,7,quality
8.3,7.5,quality
8.4,8,quality
8.5,8.5,quality
8.6,9,quality
8.7,9.5,quality
8.8,10,quality
8.9,10.5,quality
9,11,quality
9.1,11.5,quality
9.2,12,quality
9.3,12.5,quality
9.4,13,quality
9.5,13.5,quality
9.6,14,quality
9.7,14.5,quality
9.8,15,quality
9.9,15.5,quality
10,16,quality
10.1,16.5,quality
10.2,17,quality
10.3,17.5,quality
10.4,18,quality
10.5,18.5,quality
10.6,19,quality
10.7,19.5,quality
10.8,20,quality
10.9,20.5,quality
11,21,quality
11.1,21.5,quality
11.2,22,quality
11.3,22.5,quality
11.4,23,quality
11.5,23.5,quality
11.6,24,quality
11.7,24.5,quality
11.8,25,quality
11.9,25.5,quality
12,26,quality
12.1,26.5,quality
12.2,27,quality
12.3,27.5,quality
12.4,28,quality
12.5,28.5,quality
12.6,29,quality
12.7,29.5,quality
12.8,30,quality
12.9,30.5,quality
13,31,quality
13.1,31.5,quality
13.2,32,quality
13.3,32.5,quality
13.4,33,quality
13.5,33.5,quality
13.6,34,quality
13.7,34.5,quality
13.8,35,quality
13.9,35.5,quality
14,36,quality
14.1,36.5,quality
14.2,37,quality
14.3,37.5,quality
14.4,38,quality
14.5,38.5,quality
14.6,39,quality
14.7,39.5,quality
14.8,40,quality
14.9,40.5,quality
15,41,quality
15.1,41.5,quality
15.2,41.83,quality
15.3,42.17,quality
15.4,42.5,quality
15.5,42.83,quality
15.6,43.17,quality
15.7,43.5,quality
15.8,43.83,quality
15.9,44.17,quality
16,44.5,quality
16.1,44.83,quality
16.2,45.17,quality
16.3,45.5,quality
16.4,45.83,quality
16.5,46.17,quality
16.6,46.5,quality
16.7,46.83,quality
16.8,47.17,quality
16.9,47.5,quality
17,47.83,quality
17.1,48.17,quality
17.2,48.5,quality
17.3,48.83,quality
17.4,49.17,quality
17.5,49.5,quality
17.6,49.83,quality
17.7,50.17,quality
17.8,50.5,quality
17.9,50.83,quality
18,51.17,quality
18.1,51.5,quality
18.2,51.83,quality
18.3,52.17,quality
18.4,52.5,quality
18.5,52.83,quality
18.6,53.17,quality
18.7,53.5,quality
18.8,53.83,quality
18.9,54.17,quality
19,54.5,quality
19.1,54.83,quality
19.2,55.17,quality
19.3,55.5,quality
19.4,55.83,quality
19.5,56.17,quality
19.6,56.5,quality
19.7,56.83,quality
19.8,57.17,quality
19.9,57.5,quality
20,57.83,quality
20.1,58.17,quality
20.2,58.5,quality
20.3,58.83,quality
20.4,59.17,quality
20.5,59.5,quality
20.6,59.83,quality
20.7,60.17,quality
20.8,60.5,quality
20.9,60.83,quality
21,61.17,quality
21.1,61.5,quality
21.2,61.83,quality
21.3,62.17,quality
21.4,62.5,quality
21.5,62.83,quality
21.6,63.17,quality
21.7,63.5,quality
21.8,63.83,quality
21.9,64.17,quality
22,64.5,quality
22.1,64.83,quality
22.2,65.17,quality
22.3,65.5,quality
22.4,65.83,quality
22.5,66.17,quality
22.6,66.5,quality
22.7,66.83,quality
22.8,67.17,quality
22.9,67.5,quality
23,67.83,quality
23.1,68.17,quality
23.2,68.5,quality
23.3,68.83,quality
23.4,69.17,quality
23.5,69.5,quality
23.6,69.83,quality
23.7,70.17,quality
23.8,70.5,quality
23.9,70.83,quality
24,71.17,quality
24.1,71.5,quality
24.2,71.83,quality
24.3,72.17,quality
24.4,72.5,quality
24.5,72.83,quality
24.6,73.17,quality
24.7,73.5,quality
24.8,73.83,quality
24.9,74.17,quality
25,74.5,quality
25.1,74.83,quality
25.2,75.17,quality
25.3,75.5,quality
25.4,75.83,quality
25.5,76.17,quality
25.6,76.5,quality
25.7,76.83,quality
25.8,77.17,quality
25.9,77.5,quality
26,77.83,quality
26.1,78.17,quality
26.2,78.5,quality
26.3,78.83,quality
26.4,79.17,quality
26.5,79.5,quality
26.6,79.83,quality
26.7,80.17,quality
26.8,80.5,quality
26.9,80.83,quality
27,81.17,quality
27.1,81.5,quality
27.2,81.83,quality
27.3,82.17,quality
27.4,82.5,quality
27.5,82.83,quality
27.6,83.17,quality
27.7,83.5,quality
27.8,83.83,quality
27.9,84.17,quality
28,84.5,quality
28.1,84.83,quality
28.2,85.17,quality
28.3,85.5,quality
28.4,85.83,quality
28.5,86.17,quality
28.6,86.5,quality
28.7,86.83,quality
28.8,87.17,quality
28.9,87.5,quality
29,87.83,quality
29.1,88.17,quality
29.2,88.5,quality
29.3,88.83,quality
29.4,89.17,quality
29.5,89.5,quality
29.6,89.83,quality
29.7,90.17,quality
29.8,90.5,quality
29.9,90.83,quality
30,91.17,quality
30.1,91.5,quality
30.2,91.83,quality
30.3,92.17,quality
30.4,92.5,quality
30.5,92.83,quality
30.6,93.17,quality
30.7,93.5,quality
30.8,93.83,quality
30.9,94.17,quality
31,94.5,quality
31.1,94.83,quality
31.2,95.17,quality
31.3,95.5,quality
31.4,95.83,quality
31.5,96.17,quality
31.6,96.5,quality
31.7,96.83,quality
31.8,97.17,quality
31.9,97.5,quality
32,97.83,quality
32.1,98.17,quality
32.2,98.5,quality
32.3,98.83,quality
32.4,99.17,quality
32.5,99.5,quality
32.6,99.83,quality
32.7,100.17,quality
32.8,100.5,quality
32.9,100.83,quality
33,101.17,quality
33.1,101.5,quality
33.2,101.83,quality
33.3,102.17,quality
33.4,102.5,quality
33.5,102.83,quality
33.6,103.17,quality
33.7,103.5,quality
33.8,103.83,quality
33.9,104.17,quality
34,104.5,quality
34.1,104.83,quality
34.2,105.17,quality
34.3,105.5,quality
34.4,105.83,quality
34.5,106.17,quality
34.6,106.5,quality
34.7,106.83,quality
34.8,107.17,quality
34.9,107.5,quality
35,107.83,quality
35.1,108.17,quality
35.2,108.5,quality
35.3,108.83,quality
35.4,109.17,quality
35.5,109.5,quality
35.6,109.83,quality
35.7,110.17,quality
35.8,110.5,quality
35.9,110.75,quality
36,111,quality
36.1,111.25,quality
36.2,111.5,quality
36.3,111.75,quality
36.4,112,quality
36.5,112.25,quality
36.6,112.5,quality
36.7,112.75,quality
36.8,113,quality
36.9,113.25,quality
37,113.5,quality
37.1,113.75,quality
37.2,114,quality
37.3,114.25,quality
37.4,114.5,quality
37.5,114.75,quality
37.6,115,quality
37.7,115.25,quality
37.8,115.5,quality
37.9,115.75,quality
38,116,quality
38.1,116.25,quality
38.2,116.5,quality
38.3,116.75,quality
38.4,117,quality
38.5,117.25,quality
38.6,117.5,quality
38.7,117.75,quality
38.8,118,quality
38.9,118.25,quality
39,118.5,quality
39.1,118.75,quality
39.2,119,quality
39.3,119.25,quality
39.4,119.5,quality
39.5,119.75,quality
39.6,120,quality
39.7,120.25,quality
39.8,120.5,quality
39.9,120.75,quality
40,121,quality
40.1,121.25,quality
40.2,121.5,quality
40.3,121.75,quality
40.4,122,quality
40.5,122.25,quality
40.6,122.5,quality
40.7,122.75,quality
40.8,123,quality
40.9,123.25,quality
41,123.5,quality
41.1,123.75,quality
41.2,124,quality
41.3,124.25,quality
41.4,124.5,quality
41.5,124.75,quality
41.6,125,quality
41.7,125.25,quality
41.8,125.5,quality
41.9,125.75,quality
42,126,quality
42.1,126.25,quality
42.2,126.5,quality
42.3,126.75,quality
42.4,127,quality
42.5,127.25,quality
42.6,127.5,quality
42.7,127.75,quality
42.8,128,quality
42.9,128.25,quality
43,128.5,quality
43.1,128.75,quality
43.2,129,quality
43.3,129.25,quality
43.4,129.5,quality
43.5,129.75,quality
43.6,130,quality
43.7,130.25,quality
43.8,130.5,quality
43.9,130.75,quality
44,131,quality
44.1,131.25,quality
44.2,131.5,quality
44.3,131.75,quality
44.4,132,quality
44.5,132.25,quality
44.6,132.5,quality
44.7,132.75,quality
44.8,133,quality
44.9,133.25,quality
45,133.5,quality
45.1,133.75,quality
45.2,134,quality
45.3,134.25,quality
45.4,134.5,quality
45.5,134.75,quality
45.6,135,quality
45.7,135.25,quality
45.8,135.5,quality
45.9,135.75,quality
46,136,quality
46.1,136.25,quality
46.2,136.5,quality
46.3,136.75,quality
46.4,137,quality
46.5,137.25,quality
46.6,137.5,quality
46.7,137.75,quality
46.8,138,quality
46.9,138.25,quality
47,138.5,quality
47.1,138.75,quality
47.2,139,quality
47.3,139.25,quality
47.4,139.5,quality
47.5,139.75,quality
47.6,140,quality
47.7,140.25,quality
47.8,140.5,quality
47.9,140.75,quality
48,141,quality
48.1,141.25,quality
48.2,141.5,quality
48.3,141.75,quality
48.4,142,quality
48.5,142.25,quality
48.6,142.5,quality
48.7,142.75,quality
48.8,143,quality
48.9,143.25,quality
49,143.5,quality
49.1,143.75,quality
49.2,144,quality
49.3,144.25,quality
49.4,144.5,quality
49.5,144.75,quality
49.6,145,quality
49.7,145.25,quality
49.8,145.5,quality
49.9,145.75,quality
50,146,quality
50.1,146.25,quality
50.2,146.5,quality
50.3,146.75,quality
50.4,147,quality
50.5,147.25,quality
50.6,147.5,quality
50.7,147.75,quality
50.8,148,quality
50.9,148.25,quality
51,148.5,quality
51.1,148.75,quality
51.2,149,quality
51.3,149.25,quality
51.4,149.5,quality
51.5,149.75,quality
51.6,150,quality
51.7,150.25,quality
51.8,150.5,quality
51.9,150.75,quality
52,151,quality
52.1,151.25,quality
52.2,151.5,quality
52.3,151.75,quality
52.4,152,quality
52.5,152.25,quality
52.6,152.5,quality
52.7,152.75,quality
52.8,153,quality
52.9,153.25,quality
53,153.5,quality
53.1,153.75,quality
53.2,154,quality
53.3,154.25,quality
53.4,154.5,quality
53.5,154.75,quality
53.6,155,quality
53.7,155.25,quality
53.8,155.5,quality
53.9,155.75,quality
54,156,quality
54.1,156.25,quality
54.2,156.5,quality
54.3,156.75,quality
54.4,157,quality
54.5,157.25,quality
54.6,157.5,quality
54.7,157.75,quality
54.8,158,quality
54.9,158.25,quality
55,158.5,quality
55.1,158.75,quality
55.2,159,quality
55.3,159.25,quality
55.4,159.5,quality
55.5,159.75,quality
55.6,160,quality
55.7,160.25,quality
55.8,160.5,quality
55.9,160.75,quality
56,161,quality
56.1,161.25,quality
56.2,161.5,quality
56.3,161.75,quality
56.4,162,quality
56.5,162.25,quality
56.6,162.5,quality
56.7,162.75,quality
56.8,163,quality
56.9,163.25,quality
57,163.5,quality
57.1,163.75,quality
57.2,164,quality
57.3,164.25,quality
57.4,164.5,quality
57.5,164.75,quality
57.6,165,quality
57.7,165.25,quality
57.8,165.5,quality
57.9,165.75,quality
58,166,quality
58.1,166.25,quality
58.2,166.5,quality
58.3,166.75,quality
58.4,167,quality
58.5,167.25,quality
58.6,167.58,quality
58.7,167.92,quality
58.8,168.25,quality
58.9,168.58,quality
59,168.92,quality
59.1,169.25,quality
59.2,169.58,quality
59.3,169.92,quality
59.4,170.25,quality
59.5,170.58,quality
59.6,170.92,quality
59.7,171.25,quality
59.8,171.58,quality
59.9,171.92,quality
60,172.25,quality
60.1,172.58,quality
60.2,172.92,quality
60.3,173.25,quality
60.4,173.58,quality
60.5,173.92,quality
60.6,174.25,quality
60.7,174.58,quality
60.8,174.92,quality
60.9,175.25,quality
61,175.58,quality
61.1,175.92,quality
61.2,176.25,quality
61.3,176.58,quality
61.4,176.92,quality
61.5,177.25,quality
61.6,177.58,quality
61.7,177.92,quality
61.8,178.25,quality
61.9,178.58,quality
62,178.92,quality
62.1,179.25,quality
62.2,179.58,quality
62.3,179.92,quality
62.4,180.25,quality
62.5,180.58,quality
62.6,180.92,quality
62.7,181.25,quality
62.8,181.58,quality
62.9,181.92,quality
63,182.25,quality
63.1,182.58,quality
63.2,182.92,quality
63.3,183.25,quality
63.4,183.58,quality
63.5,183.92,quality
63.6,184.25,quality
63.7,184.58,quality
63.8,184.92,quality
63.9,185.25,quality
64,185.58,quality
64.1,185.92,quality
64.2,186.25,quality
64.3,186.58,quality
64.4,186.92,quality
64.5,187.25,quality
64.6,187.58,quality
64.7,187.92,quality
64.8,188.25,quality
64.9,188.58,quality
65,188.92,quality
65.1,189.25,quality
65.2,189.58,quality
65.3,189.92,quality
65.4,190.25,quality
65.5,190.58,quality
65.6,190.92,quality
65.7,191.25,quality
65.8,191.58,quality
65.9,191.92,quality
66,192.25,quality
66.1,192.58,quality
66.2,192.92,quality
66.3,193.25,quality
66.4,193.58,quality
66.5,193.92,quality
66.6,194.25,quality
66.7,194.58,quality
66.8,194.92,quality
66.9,195.25,quality
67,195.58,quality
67.1,195.92,quality
67.2,196.25,quality
67.3,196.58,quality
67.4,196.92,quality
67.5,197.25,quality
67.6,197.58,quality
67.7,197.92,quality
67.8,198.25,quality
67.9,198.58,quality
68,198.92,quality
68.1,199.25,quality
68.2,199.58,quality
68.3,199.92,quality
68.4,200.25,quality
68.5,200.58,quality
68.6,200.92,quality
68.7,201.25,quality
68.8,201.58,quality
68.9,201.92,quality
69,202.25,quality
69.1,202.58,quality
69.2,202.92,quality
69.3,203.25,quality
69.4,203.58,quality
69.5,203.92,quality
69.6,204.25,quality
69.7,204.58,quality
69.8,204.92,quality
69.9,205.25,quality
70,205.58,quality
70.1,205.92,quality
70.2,206.25,quality
70.3,206.58,quality
70.4,206.92,quality
70.5,207.25,quality
70.6,207.58,quality
70.7,207.92,quality
70.8,208.25,quality
70.9,208.58,quality
71,208.92,quality
71.1,209.25,quality
